@info
{
    "table":{
        "name":"candset",
        "description":"",
        "idAttrib":{
            "name":"pairID",
            "type":"INTEGER"
        },
        "projectName":"wgec_home_garden",
        "attributes":[
            {
                "name":"pairID",
                "type":"INTEGER"
            },
            {
                "name":"A.id",
                "type":"TEXT"
            },
            {
                "name":"B.id",
                "type":"TEXT"
            }
        ]
    }
}

@data
pairID:INTEGER,A.id:TEXT,B.id:TEXT
578,536213,536213#Walmart.com
579,536462,536462#Walmart.com
580,540763,540763#Walmart.com
581,544471,544471#Walmart.com
582,550742,550742#Walmart.com
583,550939,550939#Walmart.com
584,550955,550955#Walmart.com
585,551903,551903#Walmart.com
586,556958,556958#Walmart.com
587,570759,570759#Walmart.com
588,570888,570888#Walmart.com
589,570966,570966#Walmart.com
590,578266,578266#Walmart.com
591,584856,584856#Walmart.com
592,585627,585627#Walmart.com
593,598850,598850#Walmart.com
594,599735,599735#Walmart.com
595,604364,604364#Walmart.com
596,606733,606733#Walmart.com
597,609847,609847#Walmart.com
598,610696,610696#Walmart.com
599,620785,620785#Walmart.com
600,622700,622700#Walmart.com
601,626023,626023#Walmart.com
602,638259,638259#Walmart.com
603,642313,642313#Walmart.com
604,644352,644352#Walmart.com
605,648469,648469#Walmart.com
606,665074,665074#Walmart.com
607,679660,679660#Walmart.com
608,681707,681707#Walmart.com
609,682784,682784#Walmart.com
610,682889,682889#Walmart.com
611,682918,682918#Walmart.com
612,685288,685288#Walmart.com
613,685631,685631#Walmart.com
614,685666,685666#Walmart.com
615,686733,686733#Walmart.com
616,688777,688777#Walmart.com
617,691616,691616#Walmart.com
618,692054,692054#Walmart.com
619,693797,693797#Walmart.com
620,698530,698530#Walmart.com
621,698688,698688#Walmart.com
622,714480,714480#Walmart.com
623,718098,718098#Walmart.com
624,718906,718906#Walmart.com
625,719292,719292#Walmart.com
626,721911,721911#Walmart.com
627,723143,723143#Walmart.com
628,723452,723452#Walmart.com
629,723881,723881#Walmart.com
630,724629,724629#Walmart.com
631,724721,724721#Walmart.com
632,726745,726745#Walmart.com
633,728901,728901#Walmart.com
634,729776,729776#Walmart.com
635,729815,729815#Walmart.com
636,735016,735016#Walmart.com
637,735065,735065#Walmart.com
638,735533,735533#Walmart.com
639,735870,735870#Walmart.com
640,739375,739375#Walmart.com
641,740557,740557#Walmart.com
642,741145,741145#Walmart.com
643,743241,743241#Walmart.com
644,743444,743444#Walmart.com
645,743513,743513#Walmart.com
646,743557,743557#Walmart.com
647,743561,743561#Walmart.com
648,746290,746290#Walmart.com
649,749567,749567#Walmart.com
650,753146,753146#Walmart.com
651,754070,754070#Walmart.com
652,756063,756063#Walmart.com
653,758685,758685#Walmart.com
654,764208,764208#Walmart.com
655,777906,777906#Walmart.com
656,778909,778909#Walmart.com
657,781542,781542#Walmart.com
658,782073,782073#Walmart.com
659,785870,785870#Walmart.com
660,786944,786944#Walmart.com
661,788879,788879#Walmart.com
662,790240,790240#Walmart.com
663,793834,793834#Walmart.com
664,794321,794321#Walmart.com
665,794634,794634#Walmart.com
666,797302,797302#Walmart.com
667,797717,797717#Walmart.com
668,799369,799369#Walmart.com
669,799544,799544#Walmart.com
670,802053,802053#Walmart.com
671,808003,808003#Walmart.com
672,809962,809962#Walmart.com
673,812121,812121#Walmart.com
674,814864,814864#Walmart.com
675,815875,815875#Walmart.com
676,820113,820113#Walmart.com
677,823807,823807#Walmart.com
678,823932,823932#Walmart.com
679,825215,825215#Walmart.com
680,825462,825462#Walmart.com
681,825997,825997#Walmart.com
682,830008,830008#Walmart.com
683,831128,831128#Walmart.com
684,832540,832540#Walmart.com
685,832954,832954#Walmart.com
686,833651,833651#Walmart.com
687,834207,834207#Walmart.com
688,835048,835048#Walmart.com
689,836255,836255#Walmart.com
690,837311,837311#Walmart.com
691,837320,837320#Walmart.com
692,837412,837412#Walmart.com
693,838012,838012#Walmart.com
694,838688,838688#Walmart.com
695,838988,838988#Walmart.com
696,839372,839372#Walmart.com
697,840032,840032#Walmart.com
698,840501,840501#Walmart.com
699,840846,840846#Walmart.com
700,841954,841954#Walmart.com
701,842176,842176#Walmart.com
702,842397,842397#Walmart.com
703,842677,842677#Walmart.com
704,843104,843104#Walmart.com
705,843184,843184#Walmart.com
706,843590,843590#Walmart.com
707,843935,843935#Walmart.com
708,843957,843957#Walmart.com
709,845295,845295#Walmart.com
710,845783,845783#Walmart.com
711,846724,846724#Walmart.com
712,847072,847072#Walmart.com
713,847858,847858#Walmart.com
714,848177,848177#Walmart.com
715,848230,848230#Walmart.com
716,848479,848479#Walmart.com
717,848772,848772#Walmart.com
718,848930,848930#Walmart.com
719,849211,849211#Walmart.com
720,851057,851057#Walmart.com
721,851539,851539#Walmart.com
722,852719,852719#Walmart.com
723,852908,852908#Walmart.com
724,853301,853301#Walmart.com
725,853485,853485#Walmart.com
726,853713,853713#Walmart.com
727,855241,855241#Walmart.com
728,856455,856455#Walmart.com
729,857860,857860#Walmart.com
730,858792,858792#Walmart.com
731,860936,860936#Walmart.com
732,861449,861449#Walmart.com
733,863101,863101#Walmart.com
734,863106,863106#Walmart.com
735,865074,865074#Walmart.com
736,866090,866090#Walmart.com
737,866610,866610#Walmart.com
738,866648,866648#Walmart.com
739,867167,867167#Walmart.com
740,867172,867172#Walmart.com
741,868685,868685#Walmart.com
742,868957,868957#Walmart.com
743,869926,869926#Walmart.com
744,872111,872111#Walmart.com
745,879603,879603#Walmart.com
746,880495,880495#Walmart.com
747,880496,880496#Walmart.com
748,881789,881789#Walmart.com
749,882185,882185#Walmart.com
750,882214,882214#Walmart.com
751,891263,891263#Walmart.com
752,895464,895464#Walmart.com
753,895609,895609#Walmart.com
754,895626,895626#Walmart.com
755,896342,896342#Walmart.com
756,908817,908817#Walmart.com
757,918394,918394#Walmart.com
758,921854,921854#Walmart.com
759,925045,925045#Walmart.com
760,928550,928550#Walmart.com
761,928647,928647#Walmart.com
762,928735,928735#Walmart.com
763,929384,929384#Walmart.com
764,929827,929827#Walmart.com
765,929844,929844#Walmart.com
766,929895,929895#Walmart.com
767,929977,929977#Walmart.com
768,930550,930550#Walmart.com
769,931843,931843#Walmart.com
770,194016,194016#Walmart.com
771,204905,204905#Walmart.com
772,206544,206544#Walmart.com
773,206609,206609#Walmart.com
774,207172,207172#Walmart.com
775,214506,214506#Walmart.com
776,214846,214846#Walmart.com
777,216571,216571#Walmart.com
778,218703,218703#Walmart.com
779,218742,218742#Walmart.com
780,218974,218974#Walmart.com
781,219674,219674#Walmart.com
782,220542,220542#Walmart.com
783,221390,221390#Walmart.com
784,223261,223261#Walmart.com
785,223896,223896#Walmart.com
786,224591,224591#Walmart.com
787,226258,226258#Walmart.com
788,227625,227625#Walmart.com
789,229609,229609#Walmart.com
790,230456,230456#Walmart.com
791,234646,234646#Walmart.com
792,236333,236333#Walmart.com
793,237959,237959#Walmart.com
794,238567,238567#Walmart.com
795,242274,242274#Walmart.com
796,243332,243332#Walmart.com
797,246731,246731#Walmart.com
798,248159,248159#Walmart.com
799,249078,249078#Walmart.com
800,249264,249264#Walmart.com
801,253494,253494#Walmart.com
802,259081,259081#Walmart.com
803,263617,263617#Walmart.com
804,265079,265079#Walmart.com
805,270703,270703#Walmart.com
806,270756,270756#Walmart.com
807,277367,277367#Walmart.com
808,283435,283435#Walmart.com
809,283436,283436#Walmart.com
810,283455,283455#Walmart.com
811,283539,283539#Walmart.com
812,283560,283560#Walmart.com
813,283598,283598#Walmart.com
814,283638,283638#Walmart.com
815,283805,283805#Walmart.com
816,284579,284579#Walmart.com
817,284747,284747#Walmart.com
818,284873,284873#Walmart.com
819,288127,288127#Walmart.com
820,298284,298284#Walmart.com
821,303621,303621#Walmart.com
822,305071,305071#Walmart.com
823,311907,311907#Walmart.com
824,312000,312000#Walmart.com
825,319155,319155#Walmart.com
826,320027,320027#Walmart.com
827,322550,322550#Walmart.com
828,325971,325971#Walmart.com
829,326283,326283#Walmart.com
830,328723,328723#Walmart.com
831,330595,330595#Walmart.com
832,341990,341990#Walmart.com
833,365277,365277#Walmart.com
834,365326,365326#Walmart.com
835,367288,367288#Walmart.com
836,368183,368183#Walmart.com
837,369840,369840#Walmart.com
838,370524,370524#Walmart.com
839,370810,370810#Walmart.com
840,371143,371143#Walmart.com
841,371928,371928#Walmart.com
842,373252,373252#Walmart.com
843,373438,373438#Walmart.com
844,373452,373452#Walmart.com
845,373665,373665#Walmart.com
846,375334,375334#Walmart.com
847,375859,375859#Walmart.com
848,376003,376003#Walmart.com
849,377922,377922#Walmart.com
850,377982,377982#Walmart.com
851,378102,378102#Walmart.com
852,378634,378634#Walmart.com
853,378932,378932#Walmart.com
854,378996,378996#Walmart.com
855,379574,379574#Walmart.com
856,380036,380036#Walmart.com
857,380069,380069#Walmart.com
858,380276,380276#Walmart.com
859,380387,380387#Walmart.com
860,381025,381025#Walmart.com
861,388369,388369#Walmart.com
862,388870,388870#Walmart.com
863,388902,388902#Walmart.com
864,389881,389881#Walmart.com
865,390741,390741#Walmart.com
866,392860,392860#Walmart.com
867,394484,394484#Walmart.com
868,396654,396654#Walmart.com
869,400303,400303#Walmart.com
870,403070,403070#Walmart.com
871,404856,404856#Walmart.com
872,405509,405509#Walmart.com
873,405773,405773#Walmart.com
874,405825,405825#Walmart.com
875,405832,405832#Walmart.com
876,408769,408769#Walmart.com
877,410990,410990#Walmart.com
878,417961,417961#Walmart.com
879,418637,418637#Walmart.com
880,419081,419081#Walmart.com
881,423732,423732#Walmart.com
882,428606,428606#Walmart.com
883,432204,432204#Walmart.com
884,437423,437423#Walmart.com
885,438275,438275#Walmart.com
886,438782,438782#Walmart.com
887,439075,439075#Walmart.com
888,442356,442356#Walmart.com
889,442595,442595#Walmart.com
890,442767,442767#Walmart.com
891,443302,443302#Walmart.com
