@info
{
    "table":{
        "name":"candset_minus_gold",
        "description":"",
        "idAttrib":{
            "name":"pairID",
            "type":"INTEGER"
        },
        "projectName":"video_games",
        "attributes":[
            {
                "name":"pairID",
                "type":"INTEGER"
            },
            {
                "name":"theGamesDbId",
                "type":"INTEGER"
            },
            {
                "name":"MobyGamesId",
                "type":"INTEGER"
            },
            {
                "name":"theGamesDbName",
                "type":"TEXT"
            },
            {
                "name":"MobyGamesName",
                "type":"TEXT"
            },
            {
                "name":"theGamesDbDate",
                "type":"TEXT"
            },
            {
                "name":"MobyGamesDate",
                "type":"TEXT"
            }
        ]
    }
}

@data
pairID:INTEGER,theGamesDbId:INTEGER,MobyGamesId:INTEGER,theGamesDbName:TEXT,MobyGamesName:TEXT,theGamesDbDate:TEXT,MobyGamesDate:TEXT
211,3565,797,b'Super Mario 64',b'Super Mario Galaxy 2',11/19/2006,05/23/2010
212,519,5454,b'Halo 3 Limited Edition',b'Halo 4',09/25/2007,11/06/2012
213,2246,4722,b'Operation Flashpoint: Dragon Rising',b'Dragon Age: Origins - Feastday Gifts',10/06/2009,04/01/2010
214,1460,230,"b""Assassin's Creed: Freedom Cry""","b""Assassin's Creed: Brotherhood (Codex Edition)""",12/17/2013,11/19/2010
215,2259,1084,b'Penny Arcade Adventures: Episode Two',b'Capcom Arcade Cabinet: 1984 Pack',10/30/2008,04/16/2013
216,1832,4855,b'Get Up and Dance',b'Just Dance 2014',11/15/2011,10/08/2013
217,540,1940,b'Hasbro Family Game Night 3',b'Poker Night 2',10/26/2010,04/24/2013
218,640,1381,b'Lego Star Wars II: The Original Trilogy',b'LEGO The Lord of the Rings',09/12/2006,11/13/2012
219,444,1482,b'Final Fantasy XIII',b'Lightning Returns: Final Fantasy XIII - The Premium Collection',03/09/2010,11/25/2013
220,3508,734,b'Shaun White Skateboarding',b'Shaun White Snowboarding: Road Trip',10/24/2010,11/16/2008
221,3190,5113,b'Jewel Quest Trilogy',b'Dragon Quest Swords: The Masked Queen and the Tower of Mirrors',02/15/2011,02/19/2008
222,2274,3673,b'PixelJunk Racers: 2nd Lap',b'ModNation Racers',08/24/2010,05/25/2010
223,2575,5403,b'Space Invaders Infinity Gene',b'Creatures: Raised in Space',09/14/2010,05/21/2009
224,545,1699,b'Hellboy: The Science of Evil',b'Resident Evil 4',06/24/2008,09/20/2011
225,3610,1268,b'The Island of Dr. Frankenstein',b'Wing Island',10/13/2009,03/20/2007
226,2426,5233,b'Ryoufuu no Melt: Days in the Sanctuary',b'The Walking Dead: Season Two - Episode 5: No Going Back',12/15/2011,08/26/2014
227,2351,1077,b'Record of Agarest War 2 Limited Edition',b'Call of Duty: World at War - Map Pack 2',06/27/2012,06/11/2009
228,2170,3991,b'NBA 08',b'MLB 08: The Show',10/12/2007,03/04/2008
229,3526,5187,b'Skylanders Giants',"b""Skylanders: Spyro's Adventure - Wrecking Ball""",10/21/2012,11/15/2011
230,2213,3656,b'NFL Tour',b'Madden NFL 25',01/08/2008,08/27/2013
231,2594,5762,b'Star Wars: The Force Unleashed',b'Skylanders: Swap Force - Punk Shock',09/16/2008,03/01/2014
232,1367,4944,b'WWE 2K14',b'WWE SmackDown vs. Raw 2010',10/29/2013,10/20/2009
233,1271,448,b'Tomb Raider: The Final Hours Edition',b'Tomb Raider: Online Survival Pack',03/05/2013,06/04/2013
234,2968,3501,b'Counter Force',b'Skylanders: Swap Force - Dune Bug',10/03/2007,12/22/2013
235,3526,6156,b'Skylanders Giants',"b""Skylanders: Spyro's Adventure - Drill Sergeant""",10/21/2012,10/16/2011
236,456,1467,b'Forza Motorsport 3',b'Forza Motorsport 3: Ultimate Collection',10/27/2009,11/02/2010
237,1827,1561,b'Game of Thrones',b'Prince of Persia: The Two Thrones',05/15/2012,12/15/2010
238,2594,5755,b'Star Wars: The Force Unleashed',b'Skylanders: Swap Force - Mega Ram Spyro (Series 3)',09/16/2008,10/13/2013
239,1799,4682,b'Fight Night Round 3',b'Galaxy Fight: Universal Warriors',12/05/2006,01/01/2010
240,3084,1847,b'Final Fantasy Crystal Chronicles: Echoes of Time',b'Final Fantasy III',06/29/2009,06/30/2011
241,1775,3402,b'Fallout 3: Game of the Year Edition',b'The Elder Scrolls IV: Oblivion - Game of the Year Edition',10/21/2009,10/16/2007
242,2980,4213,b'CSI: Fatal Conspiracy',b'Real Bout Fatal Fury Special',10/26/2010,02/28/2012
243,2344,6359,b'Rayman Legends',b'Rayman Origins',09/03/2013,11/15/2011
244,2341,6347,b'Ratchet & Clank: Tools of Destruction and Ratchet & Clank: A Crack in Time',b'Ratchet & Clank Future: A Crack in Time',07/22/2011,10/27/2009
245,2412,1441,b'Rocketmen: Axis of Evil',b'Resident Evil 4',03/06/2008,09/20/2011
246,2717,4054,"b""Tom Clancy's Splinter Cell HD Trilogy""","b""Tom Clancy's EndWar (Limited Edition)""",09/27/2011,11/06/2008
247,2651,2012,b'The Elder Scrolls IV: Shivering Isles',"b""Samurai Shodown IV: Amakusa's Revenge""",11/27/2007,06/28/2007
248,51,893,"b""Army of Two: The Devil's Cartel""",b'Army of Two',03/26/2013,03/04/2008
249,2934,5933,b'Call of Duty: Black Ops',b'Call of Duty: World at War',11/09/2010,11/11/2008
250,2752,4527,b'UFC Undisputed 2010',b'F1 2010',05/25/2010,09/22/2010
251,2597,5749,"b""Star Wars: The Force Unleashed II Collector's Edition""",b'Skylanders: Swap Force - Heavy Duty Sprocket (Series 2) / Twin Blade Chop Chop (Series 3) / Scorp',10/26/2010,10/16/2013
252,187,2294,b'Call of Duty: World at War',b'Mafia II: War Hero Pack',11/11/2008,09/28/2010
253,648,4265,b'Lightning Returns: Final Fantasy XIII',b'Final Fantasy XIII',02/11/2014,03/09/2010
254,3387,2777,b'Night at the Museum: Battle of the Smithsonian',b'Escape the Museum',05/05/2009,04/01/2009
255,1134,5555,b'Star Wars: The Force Unleashed',b'Kinect Star Wars',09/16/2008,04/03/2012
256,2805,5616,b'WWE Legends of Wrestlemania',"b""WWE Smackdown vs Raw 2009 (Collector's Edition)""",03/24/2009,01/01/2008
257,1501,2211,b'Best of PlayStation Network Vol. 1',b'Medal of Honor (Tier 1 Edition)',06/25/2013,10/12/2010
258,371,5833,b'Dynasty Warriors 7',b'Dynasty Warriors: Gundam 2',03/29/2011,04/21/2009
259,3281,6268,b'Mario & Sonic at the London 2012 Olympic Games',b'Sonic the Hedgehog 2',11/15/2011,06/11/2007
260,2364,2267,b'Renegade Ops',b'Call of Duty: Black Ops II - Nuketown Zombies Map',09/13/2011,01/17/2013
261,2533,5759,"b""Skylanders: Spyro's Adventure""",b'Skylanders: Swap Force - Nitro Magna Charge / Free Ranger',10/16/2011,10/13/2013
262,634,1372,b'LEGO Harry Potter: Years 5-7',b'LEGO Indiana Jones: The Original Adventures / Kung Fu Panda',11/11/2011,01/01/2008
263,2227,832,b'NiGHTS into Dreams...',b'NiGHTS into Dreams...',10/02/2012,10/02/2012
264,2141,596,b'MotorStorm: Apocalypse',b'MotorStorm Complete',05/03/2011,05/22/2008
266,1080,3847,b'Skylanders Giants',b'Skylanders Giants: Thumpback',10/21/2012,01/25/2013
267,2531,5541,b'Skylanders Giants Portal Owners Pack',"b""Skylanders: Spyro's Adventure - Lightning Rod / Cynder / Zook""",10/21/2012,03/23/2012
268,1200,4149,b'The History Channel: Civil War - A Nation Divided',"b""A Game you can't BEAT!!""",11/10/2006,11/22/2010
269,463,5382,b'Frontlines: Fuel of War',b'Frontlines: Fuel of War (Special Edition)',02/26/2008,01/01/2008
270,1132,5125,b'Star Trek',"b""Star Ocean: The Last Hope (Limited Collector's Edition)""",04/23/2013,06/05/2009
271,2563,5230,b'Sonic the Hedgehog 4: Episode 2',b'The Walking Dead: Episode 1 - A New Day',05/15/2012,04/25/2012
272,558,5856,b'Ice Age: Continental Drift - Arctic Games',b'X Games Asia Track Pack',07/10/2012,07/26/2011
273,2721,686,"b""Tomb Raider Survival/Collector's Edition""",b'Tomb Raider',03/05/2013,03/05/2013
274,2573,6689,b'Space Ace',b'Dead Space 2',02/22/2011,01/25/2011
275,2216,823,b'NHL 10',b'NHL 09',09/15/2009,09/11/2008
276,2583,2458,b'Spider-Man: Shattered Dimensions',b'Spider-Man 3',09/07/2010,05/04/2007
277,816,1117,b'NCAA Basketball 09: March Madness Edition',b'NFL Head Coach 09',03/11/2009,09/02/2008
278,2470,3487,b'Sengoku Musou 3 Empires',b'Sengoku Basara 4 (Hyakka Ry\xc5\x8dran Tamatebako)',08/26/2011,01/23/2014
279,271,2333,b'Darksiders',b'Darksiders II',09/23/2010,08/14/2012
280,681,6441,b'Magic: The Gathering - Duels of the Planeswalkers 2012',b'Magic: The Gathering - Duels of the Planeswalkers',06/15/2011,06/17/2009
282,3234,1145,b'LEGO Harry Potter: Years 1-4',b'LEGO The Lord of the Rings',06/10/2010,11/13/2012
283,2076,4357,b'Mass Effect 2',b'Mass Effect 2: Terminus Pack',01/18/2011,01/18/2011
284,3374,6737,b'New Play Control!: Mario Power Tennis',b'Mario Kart Wii',,04/27/2008
285,3403,1127,b'Overlord: Dark Legend',b'The Legend of Zelda: A Link to the Past',06/23/2009,01/22/2007
286,1268,1184,b'Tomb Raider Anniversary',b'Tomb Raider (Best Buy Pre-Order Exclusive) ',10/23/2007,03/05/2013
287,503,495,b'GRID Autosport',b'GRID 2: Classic GRID Pack',06/24/2014,11/12/2013
288,927,2362,b'Project Gotham Racing 3',b'Project Gotham Racing 4',11/14/2005,10/02/2007
289,1082,56,b'Skylanders Swap Force',"b""Skylanders: Spyro's Adventure - Whirlwind""",,10/16/2011
290,3405,555,"b""Pandora's Tower""","b""Pandora's Tower""",04/13/2012,04/16/2013
291,591,1817,b'Just Dance Greatest Hits',b'Dance Central 3',06/26/2012,10/16/2012
292,2393,3835,b'Risen 2: Dark Waters Special Edition',b'Dark Sector',07/31/2012,03/25/2008
293,1606,5343,b'Comet Crash',b'Crash Bandicoot',04/02/2009,05/03/2007
294,118,2560,b'BioShock Infinite',b'BioShock Infinite',03/26/2013,03/26/2013
295,2341,2674,b'Ratchet & Clank: Tools of Destruction and Ratchet & Clank: A Crack in Time',"b""Risen 2: Dark Waters - A Pirate's Clothes""",07/22/2011,07/31/2012
296,21,5467,b'Air Conflicts: Secret Wars',b'Halo Wars: Platinum Hits',08/30/2011,09/12/2011
297,509,585,b'Guitar Hero III: Legends of Rock',b'Diablo III: Reaper of Souls - Ultimate Evil Edition',10/28/2007,08/19/2014
298,385,4478,b'Enemy Territory: Quake Wars',b'CellFactor: Psychokinetic Wars',05/27/2008,06/03/2009
299,847,3724,b'NHL 11',b'NHL 14',09/07/2010,09/20/2013
301,1192,5844,b'The Elder Scrolls V: Skyrim Legendary Edition',b'The Elder Scrolls IV: Knights of the Nine',06/04/2013,11/21/2006
302,1972,2837,b'Ken to Mahou to Gakuen Mono. 3',b'Stick it to The Man!',10/07/2010,11/19/2013
303,1258,467,"b""Tom Clancy's Ghost Recon Advanced Warfighter 2""","b""Tom Clancy's Ghost Recon: Advanced Warfighter""",03/06/2007,03/09/2006
305,1298,406,b'Tropico 4: Gold Edition',b'Tropico 4: Quick-dry Cement',11/13/2012,02/07/2012
306,2420,136,b'Rugby League Live',b'Major League Baseball 2K8',11/05/2010,03/04/2008
307,1261,1707,"b""Tom Clancy's Rainbow 6: Patriots""","b""Resident Evil 6 (Collector's Edition)""",,10/02/2012
308,1026,2612,b'Saints Row: Double Pack',b'Serious Sam: Double D',09/07/2010,02/20/2013
309,515,313,b'Guitar Hero: World Tour',b'Guitar Hero: Warriors of Rock',10/26/2008,09/28/2010
310,1931,4019,b'Injustice: Gods Among Us',"b""Uncharted: Drake's Fortune + Uncharted 2: Among Thieves""",04/16/2013,07/21/2011
311,117,2561,b'BioShock 2  Special Edition',b'BioShock Infinite: Burial at Sea - Episode One',02/09/2010,11/12/2013
312,1267,452,b'Tomb Raider (2013)',b'Tomb Raider: Pistol Silencer',03/05/2013,03/05/2013
313,2079,4353,b'Mass Effect Trilogy',b'Mass Effect 2: Aegis Pack',12/04/2012,01/18/2011
314,865,4281,"b""Ninja Gaiden 3 Collector's Edition""",b'Teenage Mutant Ninja Turtles: Out of the Shadows',03/20/2012,08/28/2013
315,2465,3486,b'Sengoku Basara 3 Double Pack',b'Sengoku Basara 3: Utage',03/15/2012,11/10/2011
316,2076,4368,b'Mass Effect 2',b'Mass Effect 3: Multiplayer Collection',01/18/2011,03/19/2013
317,2723,204,b'Tomb Raider: The Final Hours Edition',"b""Final Fantasy XIII-2: Noel's Outfit - Spacetime Guardian""",03/05/2013,02/28/2012
318,118,2564,b'BioShock Infinite',"b""BioShock Infinite: Columbia's Finest""",03/26/2013,06/25/2013
319,1169,4290,b'Terraria',b'Terraria',03/27/2013,03/27/2013
320,2393,4179,b'Risen 2: Dark Waters Special Edition',b'LittleBigPlanet 2: Special Edition',07/31/2012,11/15/2011
321,3613,2970,b'The Legend of Spyro: Dawn of the Dragon',b'Legend of Hero Tonma',10/21/2008,09/24/2007
322,443,974,b'Final Fantasy XI Online',b'Final Fantasy XIII-2: Snow - Perpetual Battlefield',04/18/2006,06/11/2013
323,803,256,b'NBA 2K8',b'NBA 2K8',10/02/2007,10/02/2007
324,2290,1561,b'Prince of Persia (2008)',b'Prince of Persia: The Two Thrones',12/02/2008,12/15/2010
325,2067,2994,b'Marvel Super Hero Squad: Comic Combat',b'Guitar Hero: Van Halen',11/15/2011,12/22/2009
326,1778,3883,b'Family Guy: Back to the Multiverse',b'Family Guy: Back to the Multiverse',11/20/2012,11/20/2012
327,348,6337,b'Dragon Age: Origins - Ultimate Edition',"b""Dragon Age: Origins - Warden's Keep""",10/25/2010,11/02/2009
328,376,5833,b'Dynasty Warriors: Strikeforce',b'Dynasty Warriors: Gundam 2',02/16/2010,04/21/2009
329,1051,2103,b'Sega Bass Fishing',b'Sonic & SEGA All-Stars Racing',10/05/2011,02/26/2010
330,2729,2463,b'Top Spin 4',b'Spin Jam',03/15/2011,11/06/2008
331,348,6327,b'Dragon Age: Origins - Ultimate Edition',"b""Dragon Age: Origins (Collector's Edition)""",10/25/2010,11/03/2009
332,2500,1621,b'SingStar Digital',b'SingStar Vol.2',11/13/2012,06/20/2008
333,2185,3991,b'NBA Live 08',b'MLB 08: The Show',10/01/2007,03/04/2008
334,1450,5225,b'Ashes Cricket 2009',b'Virtua Tennis 2009',08/07/2009,06/09/2009
335,3288,1951,b'Mario Power Tennis',b'Mario & Sonic at the Olympic Winter Games',03/09/2009,10/13/2009
336,2193,2245,b'NCAA Football 09',b'NCAA Football 08',07/15/2008,07/17/2007
337,1731,3783,b'Dynasty Warriors 6',b'Dynasty Warriors 7',02/19/2008,03/29/2011
338,397,6481,b'F1 2010',b'F1 Race Stars',09/22/2010,11/13/2012
339,1797,2243,b'FIFA Street 3',b'NBA Street Homecourt',02/18/2008,03/06/2007
340,130,384,b'Blazblue: Continuum Shift Extend',b'BlazBlue: Calamity Trigger',02/14/2012,07/01/2009
341,609,4597,b'Kinect Star Wars',b'Skylanders: Swap Force - Star Strike (LightCore)',04/03/2012,10/13/2013
342,2313,5421,b'Puzzle Chronicles',b'Tales of Symphonia Chronicles',04/22/2010,02/25/2014
343,2296,2190,b'Pro Evolution Soccer 2009',b'PES 2012: Pro Evolution Soccer',03/17/2009,09/27/2011
344,2332,6344,b'Ratchet & Clank Collection',b'Ratchet & Clank: All 4 One',08/28/2012,10/18/2011
345,1943,4424,"b""Jane's Advanced Strike Fighters""",b'Strike Force Bowling',11/15/2011,08/22/2012
346,1535,1721,b'Borderlands',b'Borderlands 2',10/20/2009,09/18/2012
347,514,310,b'Guitar Hero: Warriors of Rock',b'Guitar Hero: Metallica',09/28/2010,03/29/2009
349,2595,4343,b'Star Wars: The Force Unleashed -- Ultimate Sith Edition',b'Skylanders: Swap Force - Dune Bug / Phantom Cynder (Series 3) / Knockout Terrafin (Series 3)',11/03/2009,12/22/2013
350,3535,1951,b'Sonic and the Black Knight',b'Mario & Sonic at the Olympic Winter Games',03/03/2009,10/13/2009
351,1482,236,b'Batman: Arkham City: Game of the Year Edition',"b""Assassin's Creed II: Game of the Year Edition""",03/29/2012,01/01/2010
352,1805,3436,b'Final Fantasy XIV',b'Final Fantasy XIII',09/21/2010,03/09/2010
353,1802,5653,b'Final Fantasy X/X-2 HD Remaster Limited Edition',b'ICO / Wander and the Colossus: Limited Box',03/18/2014,09/22/2011
355,518,6487,b'Halo 3',b'Fable II + Halo 3 Bundle',09/25/2007,05/01/2009
356,2076,4367,b'Mass Effect 2',b'Mass Effect 3: Leviathan',01/18/2011,08/28/2012
357,385,5960,b'Enemy Territory: Quake Wars',b'Quake 4',05/27/2008,11/22/2005
358,74,3047,b'Band Hero',b'Band Hero',11/03/2009,11/03/2009
359,3134,4795,b'Guitar Hero III: Legends of Rock',b'Guitar Hero: Aerosmith',10/28/2007,06/29/2008
360,1702,6229,b'Doctor Who: The Eternity Clock',b'Clock Tower',05/22/2012,11/09/2011
361,2968,3514,b'Counter Force',b'Skylanders: Swap Force - Mega Ram Spyro (Series 3)',10/03/2007,10/13/2013
362,1291,4086,b'Trials Evolution',b'Trials Evolution',04/18/2012,04/18/2012
363,2596,4343,b'Star Wars: The Force Unleashed II',b'Skylanders: Swap Force - Dune Bug / Phantom Cynder (Series 3) / Knockout Terrafin (Series 3)',10/26/2010,12/22/2013
364,3374,1418,b'New Play Control!: Mario Power Tennis',b'Super Mario Bros. 2',,07/02/2007
365,2890,4919,b'Battle of Giants: Dinosaurs Strike',b'Skylanders Giants: Legendary Ignitor / Legendary Slam Bam / Legendary Jet-Vac',,10/21/2012
366,1693,1828,b'Disney Infinity',b'Disney Infinity: Wreck-it Ralph Toy Box Pack',08/18/2013,04/01/2014
367,852,6447,b'NHL 2K6',b'Major League Baseball 2K6',11/16/2005,04/10/2006
368,493,5844,b'Grand Theft Auto IV: The Complete Edition',b'The Elder Scrolls IV: Knights of the Nine',10/26/2010,11/21/2006
369,1095,2109,b'Sonic & SEGA All-Stars Racing with Banjo-Kazooie',b'Sonic the Hedgehog 4: Episode I',02/23/2010,10/13/2010
370,3565,1416,b'Super Mario 64',b'Super Mario All-Stars: Limited Edition',11/19/2006,12/12/2010
371,2266,6001,b'Pinball Hall of Fame: The Williams Collection',b'Pinball Arcade Season One Bundle',09/22/2009,05/21/2013
372,2259,1331,b'Penny Arcade Adventures: Episode Two',b'The Walking Dead: Season Two',10/30/2008,12/17/2013
373,2388,3099,b'Rinne no Lagrange: Kamogawa Days Game & OVA Hybrid Disc',b'Kuroi Hitomi no Noah: Cielgris Fantasm',08/23/2012,01/30/2008
374,2001,670,b'LEGO Harry Potter: Years 5-7',b'LEGO The Lord of the Rings: Middle-earth Character Pack 1',11/11/2011,12/11/2012
375,2470,3492,b'Sengoku Musou 3 Empires',b'Sengoku Musou 4 (Anime Box)',08/26/2011,03/20/2014
376,3594,3038,b'The Beatles: Rock Band',b'Rock Band (Special Edition)',09/09/2009,06/22/2008
377,1082,61,b'Skylanders Swap Force',"b""Skylanders: Spyro's Adventure - Zap / Hex / Dino-Rang""",,11/15/2011
378,1969,2266,b'Karaoke Revolution Presents: American Idol Encore',b'Call of Duty: Black Ops II - North American Flags of the World Calling Card Pack',03/18/2008,04/11/2013
379,368,3135,b'Dynasty Warriors 5: Empires',b'Call of Duty: MW3 - Content Pack 5',06/22/2006,05/15/2012
380,3219,2819,"b""Kirby's Adventure""","b""Kirby's Star Stacker""",02/20/2007,01/05/2010
381,1615,5603,b'Crazy Machines Elements',b'Worms Crazy Golf: Carnival Course',01/10/2012,11/01/2011
382,1286,2071,b'Transformers: Dark of the Moon',b'Alone in the Dark',06/14/2011,06/24/2008
383,3089,1848,b'Final Fantasy IV: The After Years',b'Final Fantasy III',06/01/2009,07/21/2009
384,819,5791,b'NCAA Football 08',b'Tiger Woods PGA Tour 08',07/17/2007,08/28/2007
385,2070,1093,b'Marvel vs. Capcom 3: Fate of Two Worlds',b'Capcom vs. SNK 2: Mark of the Millennium',02/15/2011,07/16/2013
386,1089,1000,b'Sniper Elite V2',b'Hitman: Sniper Challenge',05/02/2012,05/15/2012
387,690,390,b'Major League Baseball 2K7',b'Blitz: The League',02/26/2007,11/13/2006
388,188,2481,b'Call of Juarez',b'Call of Duty: Black Ops II - Graffiti MP Personalization Pack',06/05/2007,03/13/2013
389,323,589,b'Dirt: Showdown',b'DiRT',06/12/2012,06/15/2007
390,1736,4682,b'Dynasty Warriors 8',b'Galaxy Fight: Universal Warriors',07/16/2013,01/01/2010
392,63,5693,"b""Assassin's Creed: Revelations""","b""Assassin's Creed (Limited Edition)""",11/15/2011,11/14/2007
393,2092,6628,b'Metal Gear Rising: Revengeance',b'Metal Gear Solid HD Collection (Limited Edition)',02/19/2013,11/08/2011
394,2421,2241,b'Rugby League Live 2',b'NBA Live 09',11/30/2012,10/10/2008
395,1146,1708,b'Street Fighter X Tekken Special Edition',b'Resident Evil: Code: Veronica X',03/06/2012,09/27/2011
396,1286,4083,b'Transformers: Dark of the Moon',b'Transformers: The Game',06/14/2011,06/26/2007
397,1792,2242,b'FIFA Soccer 10',b'NBA Live 10',10/20/2009,10/05/2009
398,1010,3144,b'Rockstar Games Collection: Edition 1',b'Call of Duty: World at War - Map Pack 1',10/30/2012,03/19/2009
399,436,3724,b'FIFA 14',b'NHL 14',09/24/2013,09/20/2013
400,1082,60,b'Skylanders Swap Force',"b""Skylanders: Spyro's Adventure - Zap""",,10/16/2011
401,2288,2678,b'Power Gig: Rise of the SixString',b'Rise of the Argonauts',10/19/2010,12/12/2008
402,2414,600,b'Rocksmith - Best Buy exclusive edition with unique Gibson Guitar',b'Motto! SoniComi: More Communication with Sonico',,03/20/2014
403,703,2547,b'Marvel vs. Capcom 3: Fate of Two Worlds (Special Edition)',b'Biohazard 6 (Premium Edition)',02/15/2011,10/05/2012
404,2623,3675,b'Tales of Monkey Island',"b""Monkey Island 2: LeChuck's Revenge - Special Edition""",,07/06/2010
405,1657,5895,b'Dead Space Ignition',b'Dead Space',10/12/2010,10/14/2008
406,2186,2226,b'NBA Live 09',b'NBA 08',10/07/2008,10/01/2007
407,1391,938,b'Zoids Assault',"b""Borderlands 2: Tiny Tina's Assault on Dragon Keep""",09/09/2008,06/25/2013
408,2014,648,"b""Let's Dance with Mel B""",b'Learning with the PooYoos: Episode 2',06/24/2011,11/22/2011
409,3170,5193,b'Hot Wheels: Battle Force 5',b'Skylanders: Swap Force - Arkeyan Crossbow Battle Pack',11/17/2009,01/01/2014
410,2738,2510,b'Trine 2',b'Trine',12/20/2011,10/22/2009
411,328,2125,b'Disney Sing It',b'Disney Sing It: High School Musical 3 - Senior Year',10/21/2008,02/17/2009
412,1458,227,"b""Assassin's Creed Rogue""","b""Assassin's Creed Anthology""",11/11/2014,11/30/2012
413,373,5830,b'Dynasty Warriors: Gundam',b'Dynasty Warriors 7',08/28/2007,03/29/2011
414,1949,2376,b'Jikkyou Powerful Pro Yakyuu 2012',b'Le Tour de France 2012',07/19/2012,06/01/2012
415,3594,3037,b'The Beatles: Rock Band',b'Rock Band 3',09/09/2009,10/26/2010
417,3613,2312,b'The Legend of Spyro: Dawn of the Dragon',b'Tales of Symphonia: Dawn of the New World',10/21/2008,11/11/2008
418,2409,2687,b'Rock Revolution',b'Rock Band 2',10/15/2008,10/19/2008
419,794,6045,b'NBA 2K10',b'NBA 2K10: Draft Combine',10/06/2009,08/26/2009
420,3152,5260,b'Harry Potter and the Order of the Phoenix',b'Harry Potter and the Deathly Hallows: Part 2',06/25/2007,07/01/2011
421,56,2696,"b""Assassin's Creed II""","b""Assassin's Creed: Revelations - The Ancestors Character Pack""",11/17/2009,12/13/2011
422,726,962,b'Metal Gear Solid V Ground Zeroes',b'The Elder Scrolls V: Skyrim - Legendary Edition',03/18/2014,06/04/2013
423,597,578,b'Karaoke Revolution Presents: American Idol Encore 2',b'Deus Ex: Human Revolution (Limited Edition)',11/18/2008,08/26/2011
425,1365,4943,"b""WWE '12""",b'WWE Smackdown vs. Raw 2009',11/22/2011,11/09/2008
426,1200,3252,b'The History Channel: Civil War - A Nation Divided',b'Gears of War: Judgment',11/10/2006,03/19/2013
427,1081,3869,b'Skylanders Giants Portal Owners Pack',"b""Skylanders: Spyro's Adventure - Prism Break""",10/21/2012,10/16/2011
428,1732,3785,b'Dynasty Warriors 6: Empires',b'Dynasty Warriors 8',06/23/2009,07/16/2013
429,637,1381,b'LEGO Marvel Super Heroes',b'LEGO The Lord of the Rings',10/22/2013,11/13/2012
430,1770,4528,b'F1 Race Stars',b'F1 2011',11/13/2012,09/20/2011
431,1914,198,b'How to Train Your Dragon',b'Ride to Hell: Retribution',03/23/2010,06/25/2013
432,2196,3654,b'NCAA Football 12',b'Madden NFL 12',07/12/2011,08/30/2011
433,1696,5165,b'Disney Sing It: Party Hits',b'Disney Infinity: Agent P',,04/29/2014
434,2531,4324,b'Skylanders Giants Portal Owners Pack',"b""Skylanders: Spyro's Adventure - Voodood""",10/21/2012,10/16/2011
435,182,2472,b'Call of Duty: Black Ops',b'Call of Duty: Black Ops II',11/09/2010,11/13/2012
436,376,5828,b'Dynasty Warriors: Strikeforce',b'Dynasty Warriors 6',02/16/2010,02/19/2008
437,1805,221,b'Final Fantasy XIV',"b""Final Fantasy XIII-2: Serah's Weapon - Genji Bow""",09/21/2010,03/06/2012
438,784,1120,b'NASCAR 08',b'NHL 08',07/23/2007,09/12/2007
439,2787,2051,b'White Knight Chronicles II',b'Shaun White Skateboarding',09/13/2011,10/24/2010
440,2247,5329,b'Operation Flashpoint: Red River',"b""Command & Conquer: Red Alert 3 - Commander's Challenge""",06/07/2011,09/24/2009
441,1109,946,b'Soul Calibur IV & Tekken 6',"b""The Elder Scrolls IV: Oblivion (Collector's Edition)""",10/30/2012,03/21/2006
442,2800,747,b'Worms Revolution',b'Deus Ex: Human Revolution',10/09/2012,08/23/2011
443,2714,4057,"b""Tom Clancy's Rainbow 6: Patriots""","b""Tom Clancy's Ghost Recon: Advanced Warfighter 2 / Tom Clancy's EndWar""",,09/17/2009
444,1200,4491,b'The History Channel: Civil War - A Nation Divided',b'Civil War: Secret Missions',11/10/2006,11/04/2008
445,677,2278,b'Madden NFL 25',b'Madden NFL 10',08/27/2013,08/14/2009
446,3240,1145,b'LEGO Star Wars III: The Clone Wars',b'LEGO The Lord of the Rings',03/22/2011,11/13/2012
447,46,2079,b'Are You Smarter than a 5th Grader?  Game Time',"b""A Madman's Guide to Happiness""",10/26/2009,12/09/2010
448,191,2471,b'Call of Juarez: Gunslinger',b'Call of Duty: Black Ops (Hardened Edition)',05/22/2013,11/09/2010
449,81,3059,b'Batman: Arkham City',"b""Batman: Arkham Asylum (Collector's Edition)""",10/18/2011,08/28/2009
450,971,4274,"b""Red Johnson's Chronicles - One Against All""",b'Takedown: Red Sabre',09/11/2012,02/21/2014
451,1838,3670,b'God of War Origins Collection',b'Mafia II: War Hero Pack',09/13/2011,09/28/2010
452,3524,5005,b'Skate It',b'Disney Sing It: High School Musical 3 - Senior Year',11/19/2008,02/17/2009
453,1696,5167,b'Disney Sing It: Party Hits',b'Disney Infinity: Elsa',,03/11/2014
454,2026,4182,b'LocoRoco Cocoreccho',b'LocoRoco Cocoreccho!',09/21/2007,09/20/2007
455,145,943,b'Borderlands',"b""Borderlands: Mad Moxxi's Underdome Riot""",10/20/2009,12/29/2009
456,1104,2100,b'Sonic the Hedgehog 4: Episode 1',b'Sonic Free Riders',10/13/2010,11/04/2010
457,2246,3243,b'Operation Flashpoint: Dragon Rising',b'Dragon Age: Origins',10/06/2009,11/03/2009
459,2079,4361,b'Mass Effect Trilogy',b'Mass Effect 3: Citadel',12/04/2012,03/05/2013
