@info
{
    "table":{
        "name":"aamzon_bn_candset_minus_gold",
        "description":"",
        "idAttrib":{
            "name":"pairID",
            "type":"INTEGER"
        },
        "projectName":"Books",
        "attributes":[
            {
                "name":"pairID",
                "type":"INTEGER"
            },
            {
                "name":"amazon.id",
                "type":"INTEGER"
            },
            {
                "name":"bn.id",
                "type":"INTEGER"
            }
        ]
    }
}

@data
pairID:INTEGER,amazon.id:INTEGER,bn.id:INTEGER
1951,2356,4016
1952,1646,2036
1953,1646,2037
1954,3275,5688
1956,171,1682
1957,171,1683
1958,171,1687
1959,171,1690
1960,171,1692
1962,171,1699
1963,171,1727
1964,171,3997
1965,171,3999
1966,171,4000
1967,171,4001
1968,171,4003
1969,171,4004
1970,657,2679
1971,80,3952
1972,3864,939
1973,3864,1481
1974,380,4932
1975,380,4933
1976,380,4934
1977,1668,2570
1978,1668,2571
1979,1668,2572
1980,1668,2592
1981,1668,2594
1982,3582,5169
1983,3697,3766
1985,3034,661
1986,2699,3443
1987,2699,3862
1988,2699,3883
1989,2699,3897
1990,2699,3906
1991,2699,4992
1992,2699,5226
1993,2699,5651
1994,1018,1510
1995,1003,3892
1996,3729,4427
1997,35,4555
1998,2035,1498
1999,2035,1620
2000,2167,4647
2004,4039,1683
2005,4039,1687
2007,4039,1692
2008,4039,1693
2011,4039,6134
2012,2716,3909
2013,2716,5226
2014,1553,1183
2016,2770,2501
2018,3079,3247
2020,1156,1054
2021,1156,1056
2024,3199,941
2026,4694,5321
2027,2172,2024
2028,78,1442
2029,2103,2786
2030,4849,2499
2032,4849,4911
2033,4849,4912
2034,4849,4926
2035,4849,5003
2038,65,6258
2041,1845,4085
2045,3193,2810
2046,5147,5581
2047,5147,5582
2048,5147,5599
2049,1343,311
2050,1880,5292
2051,1880,5293
2052,3203,359
2053,4785,2856
2054,3212,4190
2055,3212,4191
2056,3212,4192
2057,3212,4198
2058,831,1603
2059,831,1605
2060,831,1610
2061,831,5163
2062,831,5174
2063,831,5179
2064,3087,5643
2065,1112,2480
2066,1112,2481
2069,3569,3982
2071,2477,1451
2072,534,597
2073,4233,6002
2074,718,4937
2076,4333,4987
2077,4333,4991
2078,4333,4992
2079,4333,4994
2080,4780,524
2081,2657,1352
2082,3327,1960
2085,1955,1889
2087,1955,2235
2089,1955,2238
2090,1955,2239
2091,1828,1491
2093,1828,3631
2096,846,2519
2097,3656,3128
2099,3656,3869
2100,3656,3872
2101,3656,3885
2102,1078,521
2103,1078,752
2104,1078,1345
2105,1078,1388
2106,1078,3798
2107,1078,3944
2108,1078,3954
2109,1078,4814
2110,1078,5166
2111,1078,5452
2112,1078,5572
2113,1078,5864
2114,4459,4555
2115,1066,5608
2116,4387,5851
2117,4387,5852
2118,1244,2995
2119,5205,773
2120,4980,4073
2121,287,1335
2122,4236,2490
2123,3981,3754
2124,3981,5738
2127,2405,5887
2128,2482,591
2130,177,137
2131,177,3836
2132,5017,4987
2133,5017,4989
2134,5017,4991
2136,4605,245
2137,4582,1578
2139,2981,4990
2140,2981,4996
2141,2981,5010
2142,2425,4460
2143,2425,4470
2144,3265,4824
2145,3315,557
2146,3547,6329
2147,2440,659
2148,3891,5662
2150,3317,5613
2151,426,4478
2152,4710,5990
2153,479,472
2154,3626,3647
2155,20,1362
2156,281,1133
2157,4486,3758
2158,4486,3811
2160,1658,3847
2161,5157,3864
2162,5157,3885
2163,5157,3908
2164,5157,3910
2165,5157,3911
2166,5157,3912
2169,2105,798
2172,4586,1541
2173,5171,5284
2174,5171,5304
2175,5171,5306
2176,5171,5313
2177,5171,5316
2178,3914,1529
2179,221,1498
2180,221,1620
2181,4095,689
2182,2298,5281
2183,2298,5305
2184,2298,5315
2186,2525,4991
2187,2525,4993
2188,2525,5642
2189,1499,1589
2191,8,651
2192,8,4988
2193,8,4992
2194,8,4993
2195,8,4994
2197,985,1603
2198,985,1605
2199,985,1610
2200,985,5448
2202,2691,4015
2203,2387,588
2204,4843,5272
2205,1484,3346
2206,492,2715
2208,2532,1598
2209,3641,4451
2210,3641,4459
2211,3641,4469
2212,3743,319
2213,2547,2785
2214,4651,5315
2215,1664,4720
2216,1199,1417
2217,185,5592
2218,3404,4513
2219,2306,4573
2220,4046,1467
2222,1838,1388
2223,1838,5572
2224,1676,239
2227,998,5314
2228,3869,2696
2229,3999,6168
2230,5217,1336
2233,3157,2093
2234,3157,2094
2236,4892,3708
2237,3100,856
2238,3100,857
2239,4823,5498
2242,1974,2658
2243,3344,1483
2244,75,1213
2245,2692,2801
2247,2692,5737
2251,5056,2501
2252,472,5912
2254,1627,2241
2256,1569,1188
2257,595,1349
2258,595,1350
2259,4708,4440
2260,2409,131
2261,1507,3494
2262,4992,3879
2263,306,1118
2264,4670,5610
2265,1715,5924
2266,1715,5925
2267,333,2290
2269,4939,1892
2270,4665,1946
2272,2268,2683
2275,1506,4744
2276,1426,1071
2277,3366,349
2279,4935,4452
2280,1874,4586
2281,2055,1009
2282,708,2033
2283,3669,4388
2284,3669,4392
2285,4311,1584
2286,4311,1677
2287,4311,1813
2288,4311,1885
2290,1128,2778
2291,2810,3561
2292,2810,3563
2293,2810,3564
2294,4609,227
2295,3758,2517
2298,2320,299
2299,4636,3036
2300,5176,171
2301,1575,1461
2303,2492,1150
2304,2492,1682
2305,2492,1683
2307,2492,1690
2308,2492,1692
2309,2492,1693
2310,2492,1699
2311,2492,1706
2312,2492,1710
2313,2492,1711
2314,2492,1712
2315,2492,1713
2316,2492,1727
2317,2492,1852
2319,2492,1879
2320,2492,1889
2323,2492,4052
2324,2492,4054
2325,2492,6159
2326,2492,6160
2327,2492,6185
2329,810,625
2330,810,626
2331,1250,4454
2332,659,2953
2333,161,5599
2334,4229,5367
2336,667,67
2337,3560,1105
2338,62,719
2339,156,4924
2340,156,4927
2341,156,4928
2343,2533,5833
2344,2533,5849
2345,2533,5850
2346,2533,5851
2347,2533,5852
2348,2533,5853
2349,734,678
2350,734,4084
2351,734,4085
2352,734,4086
2353,5198,89
2354,5198,5599
2357,486,4536
2358,486,4596
2360,5088,2093
2361,5088,2094
2362,5045,396
2363,225,18
2364,4503,3256
2365,5009,4248
2366,5009,4249
2367,3558,1769
2368,3271,640
2369,3271,1601
2370,3271,1602
2371,3271,1603
2372,3271,1605
2373,3271,1608
2374,3271,1610
2375,3271,1611
2376,3271,2822
2378,3271,5163
2379,3271,5174
2380,3271,5448
2381,2793,640
2383,2793,1602
2384,2793,1603
2385,2793,1605
2386,2793,1608
2387,2793,1610
2388,2793,1611
2390,2793,3611
2391,2793,5163
2394,3933,636
2396,4947,4540
2397,3224,3535
2398,4943,3298
2399,4807,2656
2401,3923,550
2402,2352,4564
2403,1780,5957
2404,799,3821
2405,3386,4219
2408,4932,4467
2409,255,1834
2411,4900,3838
2412,2545,2013
2413,2545,2043
2414,2545,2047
2416,2696,457
2417,1183,3128
2419,1183,3869
2420,1183,3872
2421,1183,3885
2424,1183,3912
2425,142,511
2426,4555,4830
2427,2439,3560
2428,232,2461
2429,3176,726
2430,5008,1310
2431,101,4541
2434,3688,658
2437,1683,4903
2438,2945,614
2439,2182,5629
2441,1273,4989
2442,1273,4991
2444,1273,4994
2445,1273,5011
2446,2529,4496
2447,4371,5485
2448,4371,5486
2450,759,1474
2451,759,1479
2454,2184,2122
2455,3871,939
2456,3871,1474
2457,3871,1479
2458,3871,1481
2459,3871,4621
2460,2878,2597
2461,2729,837
2462,2215,5562
2463,2215,5563
2466,860,1966
2467,2934,1867
2468,1428,4293
2469,2766,1014
2470,4748,3212
2471,4169,1001
2472,4212,640
2473,4652,2694
2474,1608,1890
2475,4553,526
2476,4553,3897
2477,4553,3898
2478,4553,4989
2479,3545,138
2480,3545,152
2481,234,809
2482,234,820
2483,234,6220
2484,2493,2808
2486,3713,3126
2487,3713,3128
2488,3713,3912
2489,2408,4582
2490,4004,3760
2491,4004,3766
2492,2089,5356
2495,3532,1474
2496,3532,1479
2497,3532,1481
2498,3532,4621
2499,4846,413
2500,2109,2627
2501,730,3861
2502,2725,3259
2503,2725,3260
2504,3054,5931
2505,3744,3255
2506,2229,4600
2508,2205,239
2510,4659,3756
2512,4506,5296
2513,4506,5306
2514,4506,5313
2515,4506,5316
2516,2099,1848
2517,4374,4743
2518,4374,4744
2519,2762,4493
2520,2762,4494
2521,3556,4683
2522,3419,5284
2524,3419,5313
2525,3419,5316
2526,819,3645
2527,3476,1500
2529,1881,5653
2530,1875,3641
2531,2896,1890
2532,4512,1345
2533,4512,1388
2534,790,3351
2535,790,3876
2536,790,4926
2537,790,4991
2538,3380,5634
2539,3380,5669
2540,851,2591
2541,1467,3267
2542,5215,3567
2543,3780,5006
2544,3780,5007
2545,3763,640
2546,3763,641
2547,3763,1603
2548,3763,1605
2549,3763,1610
2550,676,2085
2551,857,3220
2552,857,3902
2554,2757,6059
2556,4375,638
2557,4375,682
2558,4375,683
2559,4375,684
2560,1317,5597
2563,4079,6339
2564,4696,1513
2565,124,6060
2566,3947,45
2567,3947,2833
2568,3947,2834
2569,1008,5318
2570,2207,45
2571,2207,2833
2572,2207,2834
2573,4915,1890
2574,4217,4385
2575,2081,1477
2578,2701,4923
2579,4739,4442
2580,2188,4751
2581,3299,2817
2582,1777,2890
2583,4165,4389
2584,4165,4411
2585,4519,6074
2586,4307,473
2587,4765,128
2588,1344,5466
2589,3184,4094
2590,3184,4103
2591,4089,646
2592,3465,1863
2593,3640,331
2594,619,2651
2596,2027,1566
2598,61,2245
2599,668,3316
2600,506,4805
2601,3019,1345
2602,3019,1388
2604,4370,5734
2606,4400,4586
2607,2270,598
2608,2444,1765
2609,4317,4560
2610,753,843
2611,346,1371
2612,4258,4889
2613,776,3871
2614,2033,1694
2616,548,721
2617,1252,1486
2619,3866,1073
2620,1784,1316
2621,2562,4331
2622,1407,3442
2623,1407,3443
2624,1407,5651
2625,4931,1372
2626,4801,3942
2627,4987,5596
2628,1923,3292
2629,1923,3293
2630,4874,4289
2632,1560,2844
2633,4691,5604
2635,3092,4411
2638,269,1687
2639,269,1690
2640,269,1692
2641,269,1693
2642,269,1699
2643,269,1701
2645,269,5182
2646,2139,1451
2647,4221,2802
2648,4221,2803
2649,4221,2804
2650,4221,2805
2651,3952,3791
2652,3952,3792
2653,3042,4545
2654,231,6070
2655,2401,2272
2657,2598,4920
2658,2598,4923
2659,45,5281
2660,256,2582
2661,3319,651
2662,3319,652
2663,3319,653
2664,3319,675
2665,3319,3861
2666,3319,3887
2667,3319,4988
2668,869,5126
2669,1599,5621
2671,1211,5333
2672,3384,2095
2673,1440,4813
2674,3957,2306
2676,2223,1388
2677,2560,1485
2678,3687,2051
2679,3171,884
2680,1037,5282
2681,1037,5285
2682,1037,5286
2683,1037,5294
2684,1037,5307
2685,1037,5311
2686,563,1745
2687,4868,5660
2688,1408,5779
2689,1408,5780
2692,2586,4116
2695,1826,1460
2697,3218,1816
2698,3525,3887
2699,25,272
2701,3026,5464
2702,4048,1079
2705,1786,5745
2706,1786,5749
2708,3543,1852
2709,3543,1857
2710,3543,1889
2711,3543,1894
2712,856,5304
2713,1152,3464
2714,1669,255
2715,1669,258
2717,1669,740
2718,1669,836
2719,1669,991
2721,1669,1711
2722,1669,1712
2723,1669,1713
2724,1669,1852
2725,1669,1855
2727,1669,1858
2728,1669,1859
2730,1669,1889
2731,1669,1894
2732,1669,2237
2735,1669,2697
2736,1669,3167
2738,1669,4223
2739,1669,5187
2740,1669,5188
2741,1669,5189
2742,4540,4446
2743,4866,787
2744,1610,1853
2745,1610,1892
2746,1610,1893
2747,3400,758
2749,5007,3524
2750,1688,4444
2751,1688,4445
2752,1688,4456
2753,1688,4457
2754,1688,4458
2756,4887,6426
2757,2367,4600
2759,1477,2844
2761,2483,2499
2762,2483,3876
2763,2483,5003
2764,2634,2099
2765,4906,5613
2766,2295,2798
2768,2295,2803
2769,2295,5740
2770,3911,4287
2771,1605,1882
2772,5162,4662
2773,1865,5908
2774,1865,5911
2775,1242,3294
2777,969,4082
2778,67,1211
2779,4326,304
2780,1914,1457
2781,3860,2503
2784,2519,3911
2785,2031,136
2786,3158,5472
2787,4640,1371
2788,1271,3613
2789,371,4203
2790,4432,3596
2791,1098,4455
2792,4033,2310
2793,2355,4434
2794,2230,5956
2796,3413,4877
2797,853,3858
2798,2874,5281
2799,2874,5305
2801,2422,4078
2802,4308,2446
2803,4308,2447
2804,4308,3917
2806,1563,449
2807,3432,938
2808,4716,6145
2809,4149,552
2810,1035,618
2811,2824,2421
2812,2824,2702
2814,2824,2706
2815,2824,2707
2816,2824,2716
2817,4722,3641
2818,4288,2480
2819,1600,3973
2820,1527,4919
2821,1527,4929
2822,841,5922
2823,3513,5669
2824,3731,3419
2825,3731,3420
2827,2264,2987
2828,1907,2798
2829,1907,2802
2830,1907,2803
2831,1907,2804
2832,550,4826
2833,3415,5699
2834,4397,4497
2835,2237,1966
2836,4976,5857
2837,1570,711
2838,1570,5701
2839,703,4294
2840,4561,3404
2841,778,5624
2842,778,5675
2843,2279,3624
2844,2279,3625
2846,2040,2405
2847,494,3196
2850,5212,5374
2851,4687,5744
2852,1476,5678
2853,253,278
2854,2748,1399
2856,2888,660
2857,2888,661
2859,4855,2729
2860,4343,6125
2861,854,55
2864,1882,2034
2865,4700,1481
2866,5052,5179
2868,596,2809
2869,596,2810
2870,2361,801
2871,3502,3350
2873,3035,4411
2875,1746,4770
2876,4219,3502
2877,3094,5281
2880,3094,5315
2881,3410,4520
2882,339,3605
2883,2830,5609
2884,3503,4504
2885,3996,3445
2887,4981,4561
2889,468,939
2890,468,1474
2891,468,1479
2892,468,1481
2893,468,4621
2895,1857,605
2896,4012,4913
2897,4012,4922
2898,1980,5267
2899,2841,1162
2901,3749,5810
2902,4184,804
2903,4184,1455
2904,3137,622
2905,1104,3365
2906,1687,3538
2907,3620,2710
2908,1797,5454
2909,3516,2404
2910,725,1374
2911,2707,128
2912,3049,2647
2913,698,1363
2914,698,2647
2916,4819,1474
2917,4819,1479
2919,4819,4621
2920,1226,6245
2921,3945,2625
2922,148,4082
2923,2042,4721
2925,28,2301
2926,28,2305
2928,1891,5977
2929,4674,2401
2930,806,224
2931,5078,6039
2932,4367,5896
2933,1455,5792
2935,1470,1965
2936,1389,2328
2939,4016,1471
2941,254,2161
2942,340,1524
2943,2299,1098
2944,4043,4512
2946,2942,526
2947,2942,3884
2949,2942,3897
2950,2942,3898
2951,2942,3900
2952,2942,4989
2954,1369,6091
2955,1369,6092
2956,2393,1579
2957,643,4414
2958,610,4391
2959,2763,1334
2960,2763,3687
2961,2763,5695
2962,3553,5327
2963,3470,3888
2965,151,6265
2966,4684,1219
2967,1962,5282
2968,1962,5285
2970,1962,5294
2972,1962,5311
2973,2381,1463
2974,1895,4252
2975,1895,5170
2976,2683,6262
2977,3375,2282
2978,4862,3814
2980,1230,5750
2981,4988,3234
2982,4270,3786
2983,513,5304
2984,2523,1462
2986,3515,5304
2987,3515,5306
2988,3515,5313
2989,3515,5316
2990,2016,2876
2991,744,6172
2992,503,365
2993,5139,2292
2994,4207,5677
2995,1685,1480
2996,2948,4432
2997,2287,4912
2999,2287,4922
3000,4706,5368
3001,4517,4548
3002,3010,5819
3003,5202,3358
3004,543,4925
3006,2882,3761
3007,2997,2801
3008,2997,2802
3009,2997,2803
3010,2997,2804
3012,3540,4918
3013,2193,2009
3014,2534,6182
3016,3786,1389
3017,2822,5647
3018,2822,5664
3019,3880,2649
3020,2153,2541
3021,1177,1405
3022,4496,1950
3023,1963,3778
3024,4417,4641
3025,5091,804
3028,4671,103
3029,1756,1002
3030,709,5585
3031,1047,4876
3032,3065,2293
3033,2449,4651
3034,823,5665
3035,1105,5284
3037,1105,5306
3038,1105,5313
3039,1105,5316
3040,3767,1339
3041,2886,1061
3042,1942,1901
3043,3335,4817
3044,3335,4818
3045,3335,6267
3046,2745,3873
3047,2745,3891
3048,1525,4248
3049,4231,6415
3050,3443,6254
3053,4300,4818
3054,4300,6267
3055,4092,1814
3056,3634,667
3057,4281,1396
3058,2448,3853
3060,2448,3887
3061,5135,2993
3062,2259,728
3063,4363,1212
3064,2700,1370
3065,187,5244
3066,4132,5089
3067,4248,5884
3068,2648,4976
3069,3108,5485
3070,3108,5486
3071,4533,1477
3072,2150,824
3073,3141,1394
3074,523,3875
3076,4940,1882
3077,386,5366
3079,109,3674
3080,1755,5182
3082,3782,4589
3083,620,3220
3084,620,3902
3086,620,4927
3087,1115,2801
3088,1115,2802
3089,1115,2805
3090,2419,3854
3091,2419,3889
3092,2419,3902
3093,4313,21
3094,364,6170
3095,5200,4517
3096,3214,4251
3098,1564,3282
3099,1564,6264
3100,1564,6266
3101,1200,4474
3102,1558,2570
3103,1558,2571
3104,1558,2572
3105,1558,2592
3107,4871,3886
3108,2915,687
3109,2915,6257
3110,2915,6258
3111,2915,6261
3112,527,1612
3113,1263,991
3115,1263,1857
3116,1263,1889
3117,1263,1894
3118,1449,4375
3119,1878,1187
3120,1878,1475
3121,1878,1622
3122,1878,2057
3123,1225,4474
3124,183,4219
3125,183,4220
3126,2665,1373
3127,3104,1355
3128,2468,5285
3129,2468,5307
3130,3511,2319
3131,4789,4630
3132,3928,4613
3133,1390,6071
3134,1390,6072
3135,5006,646
3136,2124,2699
3137,768,1189
3138,3235,822
3139,788,1466
3140,2098,3883
3141,2098,4911
3142,2098,5003
3143,2098,5005
3144,2098,5011
3145,3936,1871
3146,2897,99
3147,2897,111
3148,2897,147
3149,2897,151
3150,2897,166
3151,2897,168
3152,2897,529
3153,2897,531
3154,2897,2273
3155,5095,3956
3156,3856,5554
3158,2577,5568
3159,3246,2581
3160,3601,2951
3161,334,4112
3162,1999,2005
3163,3284,3639
3165,173,1358
3167,2459,1949
3168,258,853
3169,1626,2830
3170,3482,4119
3171,3482,4580
3172,1386,248
3173,1386,1345
3174,1386,1388
3175,1386,3457
3176,1246,725
3180,933,3885
3181,933,3908
3182,933,3910
3183,933,3912
3184,2850,1465
3186,86,2683
3187,86,5680
3188,600,4530
3189,4346,2292
3190,3964,4492
3192,133,4903
3193,2938,2327
3194,2938,2862
3195,2938,4871
3197,4477,1428
3198,2475,4725
3199,3471,269
3201,4600,4529
3203,4189,4597
3204,4189,4598
3205,4893,5879
3206,1294,1136
3207,2702,4291
3208,48,6259
3209,48,6268
3211,3438,4372
3212,4267,1156
3213,398,4039
3214,4579,2042
3215,4579,2043
3216,1320,4046
3217,940,4745
3218,940,5605
3220,2429,5669
3221,1378,3766
3222,379,3914
3223,379,3915
3224,1375,844
3227,574,1124
3228,1265,2777
3229,2164,1099
3233,567,6367
3235,4601,2652
3236,1533,2748
3238,3427,3739
3240,1637,3220
3241,1637,3854
3242,1637,3889
3243,1637,3902
3244,1637,3908
3245,360,4472
3246,2386,4834
3247,2846,750
3248,3944,459
3249,4972,4748
3250,4825,4700
3251,4465,2407
3252,3425,3957
3253,5090,3951
3254,1960,2023
3255,69,1795
3256,2780,3441
3257,2037,3443
3259,2496,2846
3260,2496,4600
3263,4528,6119
3264,4318,2955
3265,2585,874
3266,1835,5537
3267,1480,3641
3269,4520,1351
3270,2549,3856
3271,3598,1452
3274,1714,3127
3276,1471,4885
3277,2236,2499
3278,2236,2875
3279,2236,3869
3280,2236,3876
3281,2236,3877
3282,2236,3883
3283,2236,5003
3285,2904,3477
3286,3708,3126
3287,3708,3128
3288,3708,3854
3289,3708,3857
3291,3078,616
3294,3078,619
3295,3078,5615
3296,4661,1835
3297,839,3895
3298,285,5885
3299,1461,4329
3301,1938,2225
3302,554,3220
3303,554,3864
3304,554,3885
3305,554,3902
3306,554,3908
3307,554,3910
3310,3041,756
3311,1253,2819
3312,5195,4017
3313,5195,4018
3314,2388,5153
3315,4406,191
3316,627,6271
3317,2061,5601
3319,1513,3677
3320,1513,3678
3322,1513,4996
3323,1445,4800
3324,4628,3854
3325,4628,3864
3328,4628,3910
3329,4628,3912
3330,342,5477
3331,456,6186
3332,4121,1461
3333,2410,4207
3334,4856,3476
3335,4473,4439
3336,4201,3292
3338,2111,5251
3339,505,2046
3340,874,1890
3342,2825,1056
3343,2825,1057
3344,2825,1058
3345,5111,1480
3346,1219,5285
