@info
{
    "table":{
        "name":"pt_brand_candset",
        "description":"",
        "idAttrib":{
            "name":"pairId",
            "type":"INTEGER"
        },
        "projectName":"wgec_amazon_samsung",
        "attributes":[
            {
                "name":"pairId",
                "type":"INTEGER"
            },
            {
                "name":"samsung.id",
                "type":"TEXT"
            },
            {
                "name":"amazon.id",
                "type":"TEXT"
            },
            {
                "name":"samsung.Product_Type",
                "type":"TEXT"
            },
            {
                "name":"samsung.Product_Name",
                "type":"TEXT"
            },
            {
                "name":"samsung.Brand",
                "type":"TEXT"
            },
            {
                "name":"amazon.Product_Type",
                "type":"TEXT"
            },
            {
                "name":"amazon.Product_Name",
                "type":"TEXT"
            },
            {
                "name":"amazon.Brand",
                "type":"TEXT"
            }
        ]
    }
}

@data
pairId:INTEGER,samsung.id:TEXT,amazon.id:TEXT,samsung.Product_Type:TEXT,samsung.Product_Name:TEXT,samsung.Brand:TEXT,amazon.Product_Type:TEXT,amazon.Product_Name:TEXT,amazon.Brand:TEXT
106,134,2934,"[""default""]","[""Soft Carrying Case""]","[""Sony""]","[""default""]","[""VAIO VPCM121AX/L ATOM N470 SYST1.83G 1GB 250GB 10.1IN W7S 1YR [Electronics]""]","[""Sony""]"
107,112,2934,"[""default""]","[""Xperia T3""]","[""Sony""]","[""default""]","[""VAIO VPCM121AX/L ATOM N470 SYST1.83G 1GB 250GB 10.1IN W7S 1YR [Electronics]""]","[""Sony""]"
108,110,2934,"[""default""]","[""Œ±58 DSLR and 18-55mm Lens""]","[""Sony""]","[""default""]","[""VAIO VPCM121AX/L ATOM N470 SYST1.83G 1GB 250GB 10.1IN W7S 1YR [Electronics]""]","[""Sony""]"
109,165,2934,"[""default""]","[""RMF-YD001""]","[""Sony""]","[""default""]","[""VAIO VPCM121AX/L ATOM N470 SYST1.83G 1GB 250GB 10.1IN W7S 1YR [Electronics]""]","[""Sony""]"
110,117,2920,"[""default""]","[""Samsung SHAPE\u201aÑ¢ Wireless Audio Hub""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
111,210,2920,"[""default""]","[""Bell'O CW342 Curved Wood Audio Video System""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
112,58,2920,"[""default""]","[""SSD 840 EVO 2.5-inch SATA 120GB (Desktop Kit)""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
113,138,2920,"[""default""]","[""Gear VR Innovator Edition for S6""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
114,216,2920,"[""default""]","[""Bell'O Corner-Fit Cherry Wood Trim Audio/Video System""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
115,56,2920,"[""default""]","[""CY-TP55LCC \u201aÄî 55\"" Touch Overlay""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
116,137,2920,"[""default""]","[""Samsung Gear\u201aÑ¢ Circle, Black""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
117,36,2920,"[""default""]","[""IA-BP85ST""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
118,178,2920,"[""default""]","[""MX-H835 Giga System""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
119,217,2920,"[""default""]","[""Radiant-360 R7""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
120,16,2920,"[""default""]","[""MLT-D104X""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
121,157,2920,"[""default""]","[""Portable SSD T1 1TB""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
122,14,2920,"[""default""]","[""Samsung WS80A Elite Ultrasound""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
123,37,2920,"[""default""]","[""TW-J5500 Sound Tower""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
124,38,2920,"[""default""]","[""15\u201aÄù pedestal for washers or dryers \u201aÄì Blue Steel""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
125,12,2920,"[""default""]","[""Evolution Kit""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
126,153,2920,"[""default""]","[""SSD 840 EVO 2.5\"" SATA III 750GB""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
127,171,2920,"[""default""]","[""SSD 850 EVO mSATA 1TB""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
128,173,2920,"[""default""]","[""CY-TE65LCC - 65\u201aÄù Touch Overlay""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
129,101,2920,"[""default""]","[""15\u201aÄù pedestal for washers or dryers \u201aÄì Platinum""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
130,100,2920,"[""default""]","[""15\"" pedestal for washers or dryers - Breakwater Blue""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
131,204,2920,"[""default""]","[""LPKIT-3Conversion Kit""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
132,145,2920,"[""default""]","[""Samsung SHAPE\u201aÑ¢ M7 (White) Wireless Audio Speaker""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
133,96,2920,"[""default""]","[""SSD 850 EVO 2.5\"" SATA III 1TB""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
134,121,2920,"[""default""]","[""SSD 850 PRO 2.5\"" SATA III 1TB""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
135,45,2920,"[""default""]","[""MX-HS9000 Giga System""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
136,44,2920,"[""default""]","[""Samsung SHAPE\u201aÑ¢ M7 (Black) Wireless Audio Speaker""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
137,92,2920,"[""default""]","[""Gear\u201aÑ¢ Live, Black""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
138,209,2920,"[""default""]","[""SSD 840 EVO 2.75mm mSATA 1TB""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
139,162,2920,"[""default""]","[""15\"" pedestal for washers or dryers - Stratus Gray""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
140,10,2920,"[""default""]","[""Samsung SHAPE\u201aÑ¢ M5 (Black) Wireless Audio Speaker""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
141,182,2920,"[""default""]","[""IA-BH130LB""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
142,30,2920,"[""default""]","[""Samsung SHAPE\u201aÑ¢ M3 (Black) Wireless Audio Speaker""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
143,51,2920,"[""default""]","[""Smart Media Player""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
144,54,2920,"[""default""]","[""Gear\u201aÑ¢ Live, Wine Red""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
145,140,2920,"[""default""]","[""Samsung SHAPE\u201aÑ¢ M5 (White) Wireless Audio Speaker""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
146,76,2920,"[""default""]","[""SSD 850 EVO M.2 500GB""]","[""Samsung""]","[""default""]","[""\""Samsung Electronics Blu-Ray Writer Optical Drives SE-506CB/RSBDM, M-Disc support\""""]","[""Samsung""]"
147,134,4608,"[""default""]","[""Soft Carrying Case""]","[""Sony""]","[""default""]","[""Sony MZ-DN430 / BM""]","[""Sony""]"
148,112,4608,"[""default""]","[""Xperia T3""]","[""Sony""]","[""default""]","[""Sony MZ-DN430 / BM""]","[""Sony""]"
149,110,4608,"[""default""]","[""Œ±58 DSLR and 18-55mm Lens""]","[""Sony""]","[""default""]","[""Sony MZ-DN430 / BM""]","[""Sony""]"
150,165,4608,"[""default""]","[""RMF-YD001""]","[""Sony""]","[""default""]","[""Sony MZ-DN430 / BM""]","[""Sony""]"
151,134,4648,"[""default""]","[""Soft Carrying Case""]","[""Sony""]","[""default""]","[""\""Battery for Sony MZ-B3, MZ-E3, MZ-R2, MZ-R3, MZ-R30, MZ-R35, MZ-R4, MZ-R4ST\""""]","[""Sony""]"
152,112,4648,"[""default""]","[""Xperia T3""]","[""Sony""]","[""default""]","[""\""Battery for Sony MZ-B3, MZ-E3, MZ-R2, MZ-R3, MZ-R30, MZ-R35, MZ-R4, MZ-R4ST\""""]","[""Sony""]"
153,110,4648,"[""default""]","[""Œ±58 DSLR and 18-55mm Lens""]","[""Sony""]","[""default""]","[""\""Battery for Sony MZ-B3, MZ-E3, MZ-R2, MZ-R3, MZ-R30, MZ-R35, MZ-R4, MZ-R4ST\""""]","[""Sony""]"
154,165,4648,"[""default""]","[""RMF-YD001""]","[""Sony""]","[""default""]","[""\""Battery for Sony MZ-B3, MZ-E3, MZ-R2, MZ-R3, MZ-R30, MZ-R35, MZ-R4, MZ-R4ST\""""]","[""Sony""]"
155,149,403,"[""Televisions""]","[""78.6\u201aÄù (diag) X900B Premium 4K Ultra HD TV""]","[""Sony""]","[""Televisions""]","[""\""Sony KV-9PT50 9\""\"" Trinitron TV\""""]","[""Sony""]"
156,48,423,"[""Blu Ray & DVD Players""]","[""Streaming Blu-ray Disc\u201aÑ¢ player with Super Wi-Fi ¬Æ""]","[""Sony""]","[""Blu Ray & DVD Players""]","[""\""Sony BDP-BX110 / BDP-S1100 Blu-ray Player with HDMI Cable, Ethernet Streaming 1080p HD Video - Netflix, YouTube, Hulu Plus (Certified Refurbished)\""""]","[""Sony""]"
157,1,423,"[""Blu Ray & DVD Players""]","[""1080p Upscaling DVD Player""]","[""Sony""]","[""Blu Ray & DVD Players""]","[""\""Sony BDP-BX110 / BDP-S1100 Blu-ray Player with HDMI Cable, Ethernet Streaming 1080p HD Video - Netflix, YouTube, Hulu Plus (Certified Refurbished)\""""]","[""Sony""]"
158,113,423,"[""Blu Ray & DVD Players""]","[""Wi-Fi ¬Æ Streaming Blu-ray Disc\u201aÑ¢ player with 4k upscaling""]","[""Sony""]","[""Blu Ray & DVD Players""]","[""\""Sony BDP-BX110 / BDP-S1100 Blu-ray Player with HDMI Cable, Ethernet Streaming 1080p HD Video - Netflix, YouTube, Hulu Plus (Certified Refurbished)\""""]","[""Sony""]"
159,87,423,"[""Blu Ray & DVD Players""]","[""3D Streaming Blu-ray Disc\u201aÑ¢ player with TRILUMINOS technology""]","[""Sony""]","[""Blu Ray & DVD Players""]","[""\""Sony BDP-BX110 / BDP-S1100 Blu-ray Player with HDMI Cable, Ethernet Streaming 1080p HD Video - Netflix, YouTube, Hulu Plus (Certified Refurbished)\""""]","[""Sony""]"
160,9,6757,"[""Blu Ray & DVD Players""]","[""BD-J5900 Blu-ray Player""]","[""Samsung""]","[""Blu Ray & DVD Players""]","[""Samsung BD-H5900 Upgraded Wi-Fi Multi Region Zone Free Blu Ray DVD Player - PAL/NTSC 10""]","[""Samsung""]"
161,80,6757,"[""Blu Ray & DVD Players""]","[""New Smart 3D Blu-ray Disc¬Æ Player With UHD 4K Upscaling""]","[""Samsung""]","[""Blu Ray & DVD Players""]","[""Samsung BD-H5900 Upgraded Wi-Fi Multi Region Zone Free Blu Ray DVD Player - PAL/NTSC 10""]","[""Samsung""]"
162,189,6757,"[""Blu Ray & DVD Players""]","[""BD-H5900 Blu-ray Player""]","[""Samsung""]","[""Blu Ray & DVD Players""]","[""Samsung BD-H5900 Upgraded Wi-Fi Multi Region Zone Free Blu Ray DVD Player - PAL/NTSC 10""]","[""Samsung""]"
163,129,6757,"[""Blu Ray & DVD Players""]","[""BD-F5700 Samsung Blu-ray Player""]","[""Samsung""]","[""Blu Ray & DVD Players""]","[""Samsung BD-H5900 Upgraded Wi-Fi Multi Region Zone Free Blu Ray DVD Player - PAL/NTSC 10""]","[""Samsung""]"
164,166,446,"[""Audio & Video Receivers""]","[""7.2 Ch. 4K A/V Receiver with Bluetooth""]","[""Sony""]","[""Audio & Video Receivers""]","[""ONKYO INTEC205 Hi-MD MINIDISC Deck Silver MD-105FX (S) HiMD MDLP SP Long Play MADE IN JAPAN + BONUS!""]","[""Sony""]"
165,206,2876,"[""Digital Audio Players""]","[""Sony 4K Ultra HD Media Player""]","[""Sony""]","[""Digital Audio Players""]","[""Sony MZ-NHF800 Hi-MD Minidisc Walkman Portable Music Player""]","[""Sony""]"
166,89,2876,"[""Digital Audio Players""]","[""Black 4 GB Bluetooth Sports Wearable MP3 Player""]","[""Sony""]","[""Digital Audio Players""]","[""Sony MZ-NHF800 Hi-MD Minidisc Walkman Portable Music Player""]","[""Sony""]"
167,48,2804,"[""Blu Ray & DVD Players""]","[""Streaming Blu-ray Disc\u201aÑ¢ player with Super Wi-Fi ¬Æ""]","[""Sony""]","[""Blu Ray & DVD Players""]","[""Sony SLV-D380P Progressive Scan DVD/VCR Combo Player""]","[""Sony""]"
168,1,2804,"[""Blu Ray & DVD Players""]","[""1080p Upscaling DVD Player""]","[""Sony""]","[""Blu Ray & DVD Players""]","[""Sony SLV-D380P Progressive Scan DVD/VCR Combo Player""]","[""Sony""]"
169,113,2804,"[""Blu Ray & DVD Players""]","[""Wi-Fi ¬Æ Streaming Blu-ray Disc\u201aÑ¢ player with 4k upscaling""]","[""Sony""]","[""Blu Ray & DVD Players""]","[""Sony SLV-D380P Progressive Scan DVD/VCR Combo Player""]","[""Sony""]"
170,87,2804,"[""Blu Ray & DVD Players""]","[""3D Streaming Blu-ray Disc\u201aÑ¢ player with TRILUMINOS technology""]","[""Sony""]","[""Blu Ray & DVD Players""]","[""Sony SLV-D380P Progressive Scan DVD/VCR Combo Player""]","[""Sony""]"
171,62,58,"[""Computer Cables""]","[""USB Cable EA-CB20U12""]","[""Samsung""]","[""Computer Cables""]","[""Samsung Galaxy Note 3 USB 3.0 5-Feet Data Cable - Non-Retail Packaging - White""]","[""Samsung""]"
172,62,60,"[""Computer Cables""]","[""USB Cable EA-CB20U12""]","[""Samsung""]","[""Computer Cables""]","[""Samsung 5-Feet Micro-USB 3.0 Charging Data Cable for Samsung Galaxy S5 and Note 3 N9000 - Non-Retail Packaging - White""]","[""Samsung""]"
173,206,4595,"[""Digital Audio Players""]","[""Sony 4K Ultra HD Media Player""]","[""Sony""]","[""Digital Audio Players""]","[""Sony NWZE385 16 GB Walkman MP3 Video Player (Black)""]","[""Sony""]"
174,89,4595,"[""Digital Audio Players""]","[""Black 4 GB Bluetooth Sports Wearable MP3 Player""]","[""Sony""]","[""Digital Audio Players""]","[""Sony NWZE385 16 GB Walkman MP3 Video Player (Black)""]","[""Sony""]"
175,27,316,"[""Shelves & Shelf Units""]","[""3-way 3-driver Bookshelf Speaker System""]","[""Sony""]","[""Shelves & Shelf Units""]","[""Sony MHC-GX45 3-CD Shelf System with Game Sync (TM) Mixing (Discontinued by Manufacturer)""]","[""Sony""]"
176,188,1649,"[""Sticky Notes""]","[""Samsung Gear VR Innovator Edition for Note 4""]","[""Samsung""]","[""Sticky Notes""]","[""\""Samsung Galaxy Note 10.1 2014 Edition 4G LTE Tablet, Black 10.1-Inch 32GB (T-Mobile)\""""]","[""Samsung""]"
177,9,4957,"[""Blu Ray & DVD Players""]","[""BD-J5900 Blu-ray Player""]","[""Samsung""]","[""Blu Ray & DVD Players""]","[""Samsung All Multi Region Code Zone Free PAL/NTSC DVD Player with USB""]","[""Samsung""]"
178,80,4957,"[""Blu Ray & DVD Players""]","[""New Smart 3D Blu-ray Disc¬Æ Player With UHD 4K Upscaling""]","[""Samsung""]","[""Blu Ray & DVD Players""]","[""Samsung All Multi Region Code Zone Free PAL/NTSC DVD Player with USB""]","[""Samsung""]"
179,189,4957,"[""Blu Ray & DVD Players""]","[""BD-H5900 Blu-ray Player""]","[""Samsung""]","[""Blu Ray & DVD Players""]","[""Samsung All Multi Region Code Zone Free PAL/NTSC DVD Player with USB""]","[""Samsung""]"
180,129,4957,"[""Blu Ray & DVD Players""]","[""BD-F5700 Samsung Blu-ray Player""]","[""Samsung""]","[""Blu Ray & DVD Players""]","[""Samsung All Multi Region Code Zone Free PAL/NTSC DVD Player with USB""]","[""Samsung""]"
181,50,4854,"[""Compact Stereos""]","[""Portable Bluetooth Speaker""]","[""Samsung""]","[""Compact Stereos""]","[""Samsung MX-F830B 2.0 1000W Mini Stereo System (Black)""]","[""Samsung""]"
182,9,5950,"[""Blu Ray & DVD Players""]","[""BD-J5900 Blu-ray Player""]","[""Samsung""]","[""Blu Ray & DVD Players""]","[""Samsung BD-F5700E Multi Region Zone Blu-Ray DVD Player""]","[""Samsung""]"
183,80,5950,"[""Blu Ray & DVD Players""]","[""New Smart 3D Blu-ray Disc¬Æ Player With UHD 4K Upscaling""]","[""Samsung""]","[""Blu Ray & DVD Players""]","[""Samsung BD-F5700E Multi Region Zone Blu-Ray DVD Player""]","[""Samsung""]"
184,189,5950,"[""Blu Ray & DVD Players""]","[""BD-H5900 Blu-ray Player""]","[""Samsung""]","[""Blu Ray & DVD Players""]","[""Samsung BD-F5700E Multi Region Zone Blu-Ray DVD Player""]","[""Samsung""]"
185,129,5950,"[""Blu Ray & DVD Players""]","[""BD-F5700 Samsung Blu-ray Player""]","[""Samsung""]","[""Blu Ray & DVD Players""]","[""Samsung BD-F5700E Multi Region Zone Blu-Ray DVD Player""]","[""Samsung""]"
186,152,5937,"[""Headphones""]","[""CLEARANCE - 2-Driver In-Ear Headphones""]","[""Sony""]","[""Headphones""]","[""Sony MDR-ZX600/BLK Over the Head Style Headphones""]","[""Sony""]"
187,150,5937,"[""Headphones""]","[""Premium Hi-Res Stereo headphones""]","[""Sony""]","[""Headphones""]","[""Sony MDR-ZX600/BLK Over the Head Style Headphones""]","[""Sony""]"
188,5,5937,"[""Headphones""]","[""DJ Style Headphones""]","[""Sony""]","[""Headphones""]","[""Sony MDR-ZX600/BLK Over the Head Style Headphones""]","[""Sony""]"
189,167,5937,"[""Headphones""]","[""Premium Noise Canceling Headphones""]","[""Sony""]","[""Headphones""]","[""Sony MDR-ZX600/BLK Over the Head Style Headphones""]","[""Sony""]"
190,9,376,"[""Blu Ray & DVD Players""]","[""BD-J5900 Blu-ray Player""]","[""Samsung""]","[""Blu Ray & DVD Players""]","[""\""Newest Samsung Smart 3D and wifi Blu-ray Disc Player with Anynet+ remote and 15 preloaded apps,Up to 1080P full HD upconvesion Plus FYX 6FT high Speed HDMI cable, USB and built-in wifi (3D and wifi)\""""]","[""Samsung""]"
191,80,376,"[""Blu Ray & DVD Players""]","[""New Smart 3D Blu-ray Disc¬Æ Player With UHD 4K Upscaling""]","[""Samsung""]","[""Blu Ray & DVD Players""]","[""\""Newest Samsung Smart 3D and wifi Blu-ray Disc Player with Anynet+ remote and 15 preloaded apps,Up to 1080P full HD upconvesion Plus FYX 6FT high Speed HDMI cable, USB and built-in wifi (3D and wifi)\""""]","[""Samsung""]"
192,189,376,"[""Blu Ray & DVD Players""]","[""BD-H5900 Blu-ray Player""]","[""Samsung""]","[""Blu Ray & DVD Players""]","[""\""Newest Samsung Smart 3D and wifi Blu-ray Disc Player with Anynet+ remote and 15 preloaded apps,Up to 1080P full HD upconvesion Plus FYX 6FT high Speed HDMI cable, USB and built-in wifi (3D and wifi)\""""]","[""Samsung""]"
193,129,376,"[""Blu Ray & DVD Players""]","[""BD-F5700 Samsung Blu-ray Player""]","[""Samsung""]","[""Blu Ray & DVD Players""]","[""\""Newest Samsung Smart 3D and wifi Blu-ray Disc Player with Anynet+ remote and 15 preloaded apps,Up to 1080P full HD upconvesion Plus FYX 6FT high Speed HDMI cable, USB and built-in wifi (3D and wifi)\""""]","[""Samsung""]"
194,2,204,"[""Power Adapters""]","[""AC Adaptor""]","[""Sony""]","[""Power Adapters""]","[""Sony D-E350 PSYC CD Walkman""]","[""Sony""]"
195,62,5911,"[""Computer Cables""]","[""USB Cable EA-CB20U12""]","[""Samsung""]","[""Computer Cables""]","[""\""Samsung USB Data Cable, 5-Feet, White\""""]","[""Samsung""]"
196,136,6990,"[""Index Tabs""]","[""Galaxy Tab Universal Desktop (microUSB)""]","[""Samsung""]","[""Index Tabs""]","[""\""Samsung Detachable Travel Charger with USB to 30 Pin Data Cable for Samsung Galaxy Tab 2 7.0, Galaxy Tab 2 10.1, Galaxy Tab 7.0, Galaxy Tab 7.0 Plus, Galaxy Tab 7.7, Galaxy Tab 8.9, Galaxy Tab 10.1 and Galaxy Note 10.1 - Bulk Packaging\""""]","[""Samsung""]"
197,134,5908,"[""default""]","[""Soft Carrying Case""]","[""Sony""]","[""default""]","[""Screenblast Movie Studio 3.0""]","[""Sony""]"
198,112,5908,"[""default""]","[""Xperia T3""]","[""Sony""]","[""default""]","[""Screenblast Movie Studio 3.0""]","[""Sony""]"
199,110,5908,"[""default""]","[""Œ±58 DSLR and 18-55mm Lens""]","[""Sony""]","[""default""]","[""Screenblast Movie Studio 3.0""]","[""Sony""]"
200,165,5908,"[""default""]","[""RMF-YD001""]","[""Sony""]","[""default""]","[""Screenblast Movie Studio 3.0""]","[""Sony""]"
201,48,1540,"[""Blu Ray & DVD Players""]","[""Streaming Blu-ray Disc\u201aÑ¢ player with Super Wi-Fi ¬Æ""]","[""Sony""]","[""Blu Ray & DVD Players""]","[""Sony NSZ-GT1 1080p Blu-ray Disc Player Featuring Google TV with Built-In Wi-Fi""]","[""Sony""]"
202,1,1540,"[""Blu Ray & DVD Players""]","[""1080p Upscaling DVD Player""]","[""Sony""]","[""Blu Ray & DVD Players""]","[""Sony NSZ-GT1 1080p Blu-ray Disc Player Featuring Google TV with Built-In Wi-Fi""]","[""Sony""]"
203,113,1540,"[""Blu Ray & DVD Players""]","[""Wi-Fi ¬Æ Streaming Blu-ray Disc\u201aÑ¢ player with 4k upscaling""]","[""Sony""]","[""Blu Ray & DVD Players""]","[""Sony NSZ-GT1 1080p Blu-ray Disc Player Featuring Google TV with Built-In Wi-Fi""]","[""Sony""]"
204,87,1540,"[""Blu Ray & DVD Players""]","[""3D Streaming Blu-ray Disc\u201aÑ¢ player with TRILUMINOS technology""]","[""Sony""]","[""Blu Ray & DVD Players""]","[""Sony NSZ-GT1 1080p Blu-ray Disc Player Featuring Google TV with Built-In Wi-Fi""]","[""Sony""]"
205,75,1533,"[""Audio/Video Cables""]","[""Digital Camera HDMI Cable EA-CBHD15C""]","[""Samsung""]","[""Audio/Video Cables""]","[""Samsung BD-F5100 Upgraded Multi Region Zone Free Blu Ray DVD Player - PAL/NTSC - Worldwide Voltage - 6 Feet HDMI Cable Included""]","[""Samsung""]"
206,128,1454,"[""Device-Specific Electronics Batteries""]","[""Lithium-Ion Battery IA-BP420E""]","[""Samsung""]","[""Device-Specific Electronics Batteries""]","[""Samsung Original Standard Battery 2100mA with NFC for Galaxy S3 - Non-Retail Packaging - Silver""]","[""Samsung""]"
207,59,1454,"[""Device-Specific Electronics Batteries""]","[""Lithium Ion Battery for HMX-R10""]","[""Samsung""]","[""Device-Specific Electronics Batteries""]","[""Samsung Original Standard Battery 2100mA with NFC for Galaxy S3 - Non-Retail Packaging - Silver""]","[""Samsung""]"
208,183,1454,"[""Device-Specific Electronics Batteries""]","[""3.7V Lithium-Ion Battery IA-BP90A""]","[""Samsung""]","[""Device-Specific Electronics Batteries""]","[""Samsung Original Standard Battery 2100mA with NFC for Galaxy S3 - Non-Retail Packaging - Silver""]","[""Samsung""]"
209,17,1454,"[""Device-Specific Electronics Batteries""]","[""Lithium-Ion Battery IA-BP210E""]","[""Samsung""]","[""Device-Specific Electronics Batteries""]","[""Samsung Original Standard Battery 2100mA with NFC for Galaxy S3 - Non-Retail Packaging - Silver""]","[""Samsung""]"
210,18,1454,"[""Device-Specific Electronics Batteries""]","[""3.7V Lithium-Ion Battery IA-BP125A""]","[""Samsung""]","[""Device-Specific Electronics Batteries""]","[""Samsung Original Standard Battery 2100mA with NFC for Galaxy S3 - Non-Retail Packaging - Silver""]","[""Samsung""]"
211,9,5847,"[""Blu Ray & DVD Players""]","[""BD-J5900 Blu-ray Player""]","[""Samsung""]","[""Blu Ray & DVD Players""]","[""Samsung DVD-V9800 Tunerless 1080p Upconverting VHS Combo DVD Player (2009 Model)""]","[""Samsung""]"
212,80,5847,"[""Blu Ray & DVD Players""]","[""New Smart 3D Blu-ray Disc¬Æ Player With UHD 4K Upscaling""]","[""Samsung""]","[""Blu Ray & DVD Players""]","[""Samsung DVD-V9800 Tunerless 1080p Upconverting VHS Combo DVD Player (2009 Model)""]","[""Samsung""]"
