@info
{
    "table":{
        "name":"tableA",
        "description":"",
        "idAttrib":{
            "name":"id",
            "type":"INTEGER"
        },
        "projectName":"breakfast",
        "attributes":[
            {
                "name":"id",
                "type":"INTEGER"
            },
            {
                "name":"brand",
                "type":"TEXT"
            },
            {
                "name":"description",
                "type":"TEXT"
            },
            {
                "name":"ingredients",
                "type":"TEXT"
            },
            {
                "name":"keywords",
                "type":"TEXT"
            },
            {
                "name":"price",
                "type":"FLOAT"
            },
            {
                "name":"size",
                "type":"TEXT"
            },
            {
                "name":"title",
                "type":"TEXT"
            },
            {
                "name":"weight",
                "type":"FLOAT"
            }
        ]
    }
}

@data
id:INTEGER,brand:TEXT,description:TEXT,ingredients:TEXT,keywords:TEXT,price:FLOAT,size:TEXT,title:TEXT,weight:FLOAT
2204,Great Value,Naturally & artificially flavored Our guarantee is our promise that   you&#39;ll be fully satisfied with the taste And quality Of every great   value product,Water  Sugar  Partially Hydrogenated Soybean And Cottonseed Oil  And Less Than 2% Of Natural And Artificial Flavors  Sodium Caseinate (A Milk Derivative*)  Dipotassium Phosphate  Polysorbate 60  Mono And Diglycerides  Color Added  Sodium Stearoyl Lactylate  Carrageenan. *Not A Source Of Lactose. Allergy Warning: Contains Milk.,Great Value: Cinnamon Vanilla Coffee Creamer  32 Oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,1.23x1.23x1.23,Great Value: Cinnamon Vanilla Coffee Creamer  32 Oz,1.23
2205,JOVANS,In every prepared serving of Jovan's Acai Blueberry Bounty Instant Breakfast Beverage  you're giving your body at least five grams fiber  13 grams protein and 23 vitamins and minerals,Non-Fat Milk  Organic Evaporated Cane Juice  Soluble Corn Fiber (Fibersol 2)  Maltodextrin  Freeze Dried Blueberries  Citric Acid  Xanthan Gum  Acai Powder  Vitamin Blend[(Ascorbic Acid (Vitamin C)  Vitamin E Acetate  Niacinamide  Ferric Pyrophosphate (Iton)  Zinc Sulfate  Calcium Pantothenate (Pantothenic Acid)  Vitamin A Palmitate  Pyridoxine Hcl (Vitamin B6)  Manganese Sulfate  Copper Gluconate  Riboflavin (Vitamin B2)  Thiamin Mononitrate (Vitamin B1)  Biotin  Folic Acid  Potassium Iodide  Chromium Chloride  Phytonadione (K1)  Sodium Selenite  Sodium Molybdate  Cholecalciferol (Vitamin D)  Cyano Cobalamin (B12]  Natural Flavors  Stevia Extracts. Contains Milk.,Jovan's Acai Blueberry Bounty Instant Breakfast Beverage  5 count  5.29 oz  (Pack of 6)  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,42.24,8.62x5.75x6.62,Jovan's Acai Blueberry Bounty Instant Breakfast Beverage  5 count  5.29 oz  (Pack of 6),2.7
2206,Nestle,<!-- Disti Content -->Lactose-free  gluten-free  Kosher dairy and shelf-stable Reach for the rich taste of Coffee-mate no matter where you are,NA,Sugar Free Creamy Chocolate Flavor Powdered Creamer  4.8 oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,5.99,0.84,Sugar Free Creamy Chocolate Flavor Powdered Creamer  4.8 oz,-1.0
2207,Baileys,NA,Water  Sugar  Cream*  Natural And Artificial Flavors  Disodium Phosphate  Sodium Caseinate*  Artificial Color And Carrageenan. Contains Milk. *Not A Significant Source of Lactose.,Baileys French Vanilla Coffee Creamer  16 fl oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Baileys French Vanilla Coffee Creamer  16 fl oz,-1.0
2208,Nestle,Enjoy the smooth flavor and velvety texture of hazelnut Coffee Mate,NA,Nestle Coffee Mate Hazelnut Creamer  10.2 oz  Hazelnut Coffee Mate  Nestle Coffee Mate Coffee Creamer,3.98,15.68x11.75x11.52,Nestle Coffee-Mate Coffee Hazelnut Powder Coffee Creamer  10.2 oz,9.0
2209,Generic,NA,Fat Free Skim Milk  Vitamin A Palmitate  And Vitamin D3.,Cass-Clay Fat Free Skim Milk  97 fl oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Cass-Clay Fat Free Skim Milk  97 fl oz,-1.0
2210,Kellogg's,Get a nutritious breakfast in a bottle with Kellogg's Breakfast To Go This tasty breakfast drink is packed with 23 vitamins and minerals  plus 10 grams of protein and five grams of fiber,Water  Protein Blend (Water  Nonfat Milk  Whey Protein Concentrate  Soy Protein Isolate)  Sugar  Contains Two Percent Or Less of Polydextrose  Maltodextrin  Canola Oil  Natural And Artificial Flavors  Magnesium Phosphate  Potassium Citrate  Tricalcium Phosphate  Gellan Gum  Cellulose Gum  Soy Lecithin  Mono- And Diglycerides  Ascorbic Acid (Vitamin C)  Salt  Potassium Phosphate  Carrageenan  Corn Syrup Solids  Sucralose  Vitamin E Acetate  Vitamin K1  Acesulfame Potassium  Niacinamide  Vitamin D3  Calcium Pantothenate  Vitamin B12  Zinc Sulfate  Vitamin A Palmitate  Ferric Pyrophosphate  Pyridoxine Hydrochloride (Vitamin B6)  Riboflavin (Vitamin B2)  Manganese Sulfate  Thiamin Hydrochloride (Vitamin B1)  Potassium Iodide  Folic Acid  Biotin  Chromium Chloride  Sodium Molybdate  Sodium Selenite. Sweetened With Nutritive Sweeteners And Nonnutritive Sweeteners. Contains Milk And Soy Ingredients.,Kellogg's Breakfast To Go Vanilla Shake  10 fl oz  4 count  Kellogg Breakfast Shake  Breakfast Drink,5.98,4.875x4.875x6.875,Kellogg's Breakfast To Go Vanilla Shake  10 fl oz  4 count,2.742
2211,Land O Lakes,Creamy  Natural Land O Lakes Half And Half is the ideal coffee complement and a wholesome ingredient in countless favorite dishes.,Milk  Cream  Contains Less Than .5% Of The Following: Sodium Citrate  Disodium Phosphate (Mineral Salts Stop Cream From Separating In Hot Liquid).,Land O Lakes: Traditional Half & Half  1 Pt  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,1.23x1.23x1.23,Land O Lakes: Traditional Half & Half  1 Pt,1.23
2212,Nature's Path,Was it the medley of ancient heirloom grains like kamut khorasan wheat  spelt  barley  millet and quinoa with bits of crunchy granola that led you here? Maybe you were looking for a nutritious start to your day when you came upon this whole grain goodness,Kamut Khorasan Wheat Flour*  Rolled Oats*  Wheat Bran*  Evaporated Cane Juice*  Whole Wheat Meal*  Whole Oat Flour*  Spelt Flakes*  Soy Oil*  Spelt Flour*  Barley Flour*  Whole Millet*  Rolled Kamut Khorasan Wheat*  Inulin*  Barley Malt Extract*  Sea Salt  Quinoa*(  Honey*  Rice Starch*  Molasses*  Cinnamon*  Natural Vanilla Flavor. Contains Wheat And Soy. Produced In A Facility That Uses Peanuts And Tree Nuts. *Organic.,Nature's Path Organic Heritage Crunch Cereal  14 oz  (Pack of 12)  Breakfast & Cereal  Home Page  Walmart.com  Wal-Mart,63.63,16.0x13.0x11.0,Nature's Path Organic Heritage Crunch Cereal  14 oz  (Pack of 12),10.8
2213,Placeholder,Our farmers pledge not to use artificial growth hormones.,Nonfat Milk  Sugar  Contains Less Than 1% of: Cocoa Processed With Alkali)  Cornstarch  Salt  Carrageenan  Artificial Flavor  Vitamin A Palmitate  Vitamin D3.,TruMoo Fat Free Chocolate Milk  1 gal  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,TruMoo Fat Free Chocolate Milk  1 gal,-1.0
2214,Eden Soy,Fortified with vitamins & calcium 11 g protein,NA,Eden Soy Soymilk 32oz Pack of 12  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,63.95,15.25x8.0x6.0,Eden Soy Soymilk 32oz Pack of 12,35.6
2215,Shamrock Farms,This grade A  pasteurized  homogenized cottage cheese has 50% less fat and 33% fewer calories than regular sour cream,Cultured Cream And Milk  Modified Cornstarch  Sodium Phosphate  Guar Gum  Carrageenan  Locust Bean Gum  Vitamin A Palmitate.,Shamrock Farms: Light Sour Cream  1 Lb  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,1.23x1.23x1.23,Shamrock Farms: Light Sour Cream  1 Lb,1.23
2216,Nestle,<!-- Disti Content -->Liquid creamer in portion control individual serving tubs Lactose-free  gluten-free  Kosher dairy and shelf-stable,NA,Liquid Coffee Creamer  Mini Cups  French Vanilla  180/Box  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,16.99,5.94,Liquid Coffee Creamer  Mini Cups  French Vanilla  180/Box,-1.0
2217,Darigold,Darigold Lowfat Cultured Buttermilk is pasteurized  homogenized  grade A and kosher.,Cultured Lowfat Milk  Nonfat Milk  Sodium Citrate  Salt  Vitamin A Palmitate  Vitamin D3  Live Active Cultures.,Darigold Lowfat Cultured Buttermilk With Vitamin A & D  64 fl oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Darigold Lowfat Cultured Buttermilk With Vitamin A & D  64 fl oz,-1.0
2218,Nestle Coffee-Mate,Never worry about running out with this pantry pack.,Water  Sugar  Partially Hydrogenated Soybean And/Or Cottonseed Oil  And Less Than 2% of Sodium Caseinate (A Milk Derivative)**  Mono- And Diglycerides  Dipotassium Phosphate  Color Added  Cellulose Gel  Natural And Artificial Flavors  Cellulose Gum  Carrageenan  Dextrose. **Not A Source of Lactose.,Nestle Coffee-Mate Hazelnut Coffee Creamer Pantry Pack  16 fl oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,2.28,2.8x2.8x7.75,Nestle Coffee-Mate Hazelnut Coffee Creamer Pantry Pack  16 fl oz,1.1859
2219,Coffee-Mate,Your coffee will never be the same again,Water  Corn Syrup**  Partially Hydrogenated Soybean And/Or Cottonseed Oil  And Less Than 2% of Sodium Caseinate (A Milk Derivative)***  Maltodextrin  Mono- And Diglycerides  Dipotassium Phosphate  Color Added  Natural & Artificial Flavors  Carrageenan  Sucralose  Acesulfame Potassium (Non-Nutritive Sweetener). **Adds A Trivial Amount of Sugar. ***Not A Source of Lactose. Contains A Milk Derivative.,Nestle Coffee-mate Sugar Free Italian Sweet Creme Liquid Coffee Creamer  32 fl oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Nestle Coffee-mate Sugar Free Italian Sweet Creme Liquid Coffee Creamer  32 fl oz,-1.0
2220,Silk,Treat your body to healthy  wholesome pure almond Unsweetened Almondmilk  with absolutely no added sugar,All Natural Almondmilk (Filtered Water  Almonds)  Calcium Carbonate  Sea Salt  Natural Flavor  Locust Bean Gum  Gellan Gum  Sunflower Lecithin  D-Alpha-Tocopherol (Natural Vitamin E)  Zinc Gluconate  Vitamin A Palmitate  Riboflavin (B2)  Vitamin B12  Vitamin D2.,Silk All Natural Unsweetened Almondmilk  .5gal  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Silk All Natural Unsweetened Almondmilk  .5gal,-1.0
2221,International Delight,Creme Brulee&#8217;s signature of rich custard and caramelized sugar gets even creamier with hints of decadent chocolate flavor,NA,International Delight Chocolate Chip Creme Brulee Limited Edition Coffee Creamer  32 oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,1.23x1.23x1.23,International Delight Chocolate Chip Creme Brulee Limited Edition Coffee Creamer  32 oz,1.23
2222,Great Value,Our farmers have pledged To not treat any Of their cows with any   artificial growth hormones,Reduced Fat Milk  Vitamin A Palmitate  Vitamin D3.,Great Value: Reduced Fat 2% Milk  .5 Gal  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,1.23x1.23x1.23,Great Value: Reduced Fat 2% Milk  .5 Gal,1.23
2223,Cream Of Wheat,Cream Of Wheat Original Instant Hot Cereal is made to be a healthy breakfast choice  offering iron  calcium and six essential vitamins to start your day,Wheat Farina  Salt  Partially Defatted Wheat Germ  Guar Gum  Natural Flavor  BHT (To Preserve Freshness). Contains: Wheat. Vitamins And Minerals: Calcium Carbonate  Ferric Phosphate (Source Of Iron)  Niacin  Vitamin A Palmitate  Pyridoxine Hydrochloride (Vitamin B6)  Thiamin Mononitrate (Vitamin B1)  Riboflavin (Vitamin B2)  Folic Acid.,Cream Of Wheat:  Original Instant 12 Ct  12 Oz  Breakfast & Cereal  Home Page  Walmart.com  Wal-Mart,3.48,2.44x4.78x7.88,Cream Of Wheat:  Original Instant 12 Ct  12 Oz,1.0
2224,All-Bran,Enjoy a delicious and healthy breakfast with Kellogg's 17 Made with psyllium  one serving provides you with 51 percent of your daily value of fiber,Wheat Bran  Sugar  Psyllium Seed Husk  Oat Fiber  High Fructose Corn Syrup  Salt  Baking Soda  Caramel Color  Sodium Ascorbate And Ascorbic Acid (Vitamin C)  Niacinamide  Reduced Iron  Zinc Oxide  Pyridoxine Hydrochloride (Vitamin B6)  Riboflavin (Vitamin B2)  Thiamin Hydrochloride (Vitamin B1)  Vitamin A Palmitate  Vitamin B12  Vitamin D  BHT (Preservative)  Annatto Color. Contains Wheat Ingredients.,Kellogg's: Branbuds All-Bran Cereal  17.7 Oz  Wheat Bran Cereal  High Fiber Cereal,3.68,2.031x5.688x8.688,Kellogg's All-Bran Branbuds Cereal  17.7 Oz,1.2
2225,Barbara's,Wake up to a yummy inspiring Puffins crunch Rich in fiber and remarkable natural flavor  a bowlful of Barbara's Puffins Original Cereal will boost your energy and bring on the smiles,Yellow Corn Flour  Corn Bran Flour  Unsulphured Molasses  Whole Oat Flour  Expeller Pressed High Oleic Oil (Canola And/Or Sunflower)  Salt  Baking Soda  Vitamin C (Ascorbic Acid)  Natural Vitamin E 9Mixed Tocopherols to Maintain Freshness). Contains Soy (In Corn). Manufactured In A Facility That Also Processes Milk  Hazelnuts  Almonds  Coconut  And Wheat.,Barbara's Puffins Original Cereal  10 oz (Pack of 12)  Breakfast & Cereal  Home Page  Walmart.com  Wal-Mart,62.84,2.19x7.38x10.25,Barbara's Puffins Original Cereal  10 oz (Pack of 12),19.44
2226,Oak Farms,NA,Reduced Fat Milk  Vitamin A Palmitate  Vitamin D3.,Oak Farms 2% Reduced Fat Milk  1 pt  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Oak Farms 2% Reduced Fat Milk  1 pt,-1.0
2227,Nestle,Coffee's perfect mate. Enjoy the smooth flavor  the velvety texture of coffee-mate. It's the perfect cup of coffee.,Sugar  Vegetable Oil (Partially Hydrogenated Coconut Or Palm Kernel  Hydrogenated Soybean)  Corn Syrup Solids  Sodium Caseinate (A Milk Derivative)**  And Less Than 2% of Natural And Artificial Flavors  Dipotassium Phosphate (Moderates Coffee Acidity)  Mono- And Diglycerides (Prevents Oil Separation)  Sodium Aluminosilicate  Salt.,Nestle Coffee-Mate Peppermint Mocha Coffee Creamer  15 oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,3.98,3.0x3.0x6.9,Nestle Coffee-Mate Peppermint Mocha Coffee Creamer  15 oz,1.098
2228,WHITE WAVE,Discover the  ahhh  in almond Pour on the tempting taste of lightly roasted almonds,Almondmilk (Filtered Water  Almonds)  Sea Salt  Locust Bean Gum  Sunflower Lecithin  Gellan Gum  Natural Flavor. Vitamins & Minerals: Calcium Carbonate  Vitamin E Acetate  Zinc Gluconate  Vitamin A Palmitate  Riboflavin (B2)  Vitamin B12  Vitamin D2. Allergen Statement: Contains Almond. Produced In A Facility That Also Processes Coconut. Silk Employs Stringent Allergen Quality Control Procedures In All of Our Manufacturing Facilities.,Silk PureAlmond Unsweetened Original All Natural Almondmilk  32 fl oz  (Pack of 6)  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,19.0,8.37x7.75x8.0,Silk PureAlmond Unsweetened Original All Natural Almondmilk  32 fl oz  (Pack of 6),2.24
2229,Rice Dream,&nbsp;,Filtered Water  Brown Rice (Partially Milled)  Expeller Pressed High Oleic Safflower Oil  Tricalcium Phosphate  Natural Vanilla Flavor With Other Natural Flavors  Sea Salt  Vitamin A Palmitate  Vitamin D2  Vitamin B12.,Rice Dream: Vanilla Lactose Free Rice Drink  0.50 gal  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Rice Dream: Vanilla Lactose Free Rice Drink  0.50 gal,-1.0
2230,Soy Slender,Soy Slender brings you the benefits of soymilk wrapped in a delicious chocolate flavor without any sugar added,Organic Soymilk (Filtered Water  Whole Organic Soybeans)  Filtered Water  Cocoa Powder (Porcessed With Alkali)  Natural Flavors  Tricalcium Phosphate  Sea Salt  Carrageenan  Sucralose (Splenda Brand)  Vitamin A Palmitate  Vitamin D2  Riboflavin (Vitamin B2).,Soy Slender Chocolate Soy Milk  32 fl oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,2.3x3.6x7.8,Soy Slender Chocolate Soy Milk  32 fl oz,14.4
2231,Office Snax,<!-- Disti Content -->Rich and creamy,NA,OFFICE SNAX  INC Non-Dairy Creamer  12 oz.  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,3.49,0.75,OFFICE SNAX  INC Non-Dairy Creamer  12 oz.,-1.0
2232,OAKHURST,NA,Milk  Vitamin D3.,Oakhurst Milk  1 gal  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Oakhurst Milk  1 gal,-1.0
2233,Nestle Nesquik,Nestle Nesquik Chocolate Low Fat Milk is made with 100% real milk and has eight grams of protein in every eight-ounce serving Because Nesquik is specially packaged you can store it in your pantry,Lowfat Milk With Vitamin A Palmitate And Vitamin D3 Added  Sugar   Less Than 2% of Cocoa Processed With Alkali  Calcium Carbonate  Cellulose Gel  Natural And Artificial Flavors  Salt  Carrageenan  Cellulose Gum. Contains Milk Ingredient.,Nestle Nesquik Chocolate Low Fat Milk  56 fl oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Nestle Nesquik Chocolate Low Fat Milk  56 fl oz,-1.0
2234,Soy Dream,Soy Dream Classic is everything a premium soymilk should be  rich and creamy and made from the finest organic soybeans available.,Organic Soymilk (Filtered Water  Organic Whole Soybeans)  Organic Rice Syrup  Natural Vanilla Flavor With Other Natural  Flavors  Sea Salt.,Soy Dream Vanilla Classic Soy Milk  32 oz (Pack of 12)  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,45.76,2.3x3.6x7.9,Soy Dream Vanilla Classic Soy Milk  32 oz (Pack of 12),2.35
2235,Coffee-Mate,Nestle Vanilla Caramel Liquid Coffee Creamer can be used to add delicious flavor to your coffee Get your day started with a real treat with this tasty addition to your morning beverage,Water  Sugar  Coconut Oil  Natural And Artificial Flavors  Sodium Caseinate (A Mlik Derivative)**  Mono- And Diglycerides  Dipotassium Phosphate  Caramel Color  Sucralose. Contains: Milke Derivative. **Not A Source of Lactose.,Nestle Vanilla Caramel Liquid Coffee Creamer  Nestle Coffee Creamer  0.375 fl oz  50 count  Coffee-mate Coffee Creamer,7.95,3.65x3.65x8.9,Nestle Coffee-mate Vanilla Caramel Liquid Coffee Creamer  0.375 fl oz  50 count,1.25
2236,Quaker,Quaker Cranberry Almond Warm & Crunchy Granola takes what you love about oatmeal and adds a delicious crunch that is sure to leave your taste buds wanting more,Granola (Whole Grain Rolled Oats  Whole Grain Rolled Wheat  Sugar  Brown Rice Crisps [Whole Grain Brown Rice  Sugar  Barley Malt  Salt]  Canola Oil  Whey  Corn Starch  Polydextrose  Molasses  Nonfat Dry Milk  Whey Protein Concentrate  Natural Flavor  Honey  Sodium Bicarbonate  Salt  Dried Coconut  Cinnamon  Sunflower Oil)  Almonds  Dried Cranberries  Sugar  Glycerine  Oat Flour  Sunflower Oil. Contains Wheat  Almond  Coconut And Milk Ingredients.,Quaker Cranberry Almond Warm & Crunchy Granola  1.76 oz  8 count  Breakfast & Cereal  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Quaker Cranberry Almond Warm & Crunchy Granola  1.76 oz  8 count,-1.0
2237,Stremicks Heritage Foods,At Stremicks Heritage Foods  we've been producing delicious  dairy fresh products for over 35 years,Organic Milk  Organic Skim Milk  Nonfat Milk Solids  Vitamin A Palmitate  Vitamin D3.,Stremicks Heritage Foods Grade A Organic Reduced Fat Milk  96 oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Stremicks Heritage Foods Grade A Organic Reduced Fat Milk  96 oz,-1.0
2238,OAKHURST,NA,Skim Milk  Vitamin A Palmitate And Vitamin D3.,Oakhurst Fat Free Skim Milk  .5 gal  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Oakhurst Fat Free Skim Milk  .5 gal,-1.0
2239,Glucerna,Find balance to help be at your best with Glucerna Shake  the #1 doctor and nutritionist recommended liquid nutritional product for people with diabetes (Among doctors and nutritionists who recommended nutritional products to their patients with diabetes),Water  Corn Maltodextrin  Sodium And Calcium Caseinates  Sucromalt  Glycerine  Enova Oil (Diacylglycerol Oil)  Soy Protein Isolate  Fructose  Less Than 1% Of: Canola Oil  Natural And Artificial Flavors  Plant Sterol Esters  Calcium Phosphate  High Oleic Safflower Oil  Magnesium Chloride  Sodium Citrate  Soy Lecithin  Potassium Citrate  Magnesium Phosphate  Potassium Chloride  Potassium Phosphate  Choline Chloride  Ascorbic Acid  Carrageenan  Acesulfame Potassium  Ferrous Sulfate  DL-Alpha-Tocopheryl Acetate  Zinc Sulfate  Sucralose  Niacinamide  Calcium Pantothenate  Chromium Picolinate  Manganese Sulfate  Cupric Sulfate  Vitamin A Palmitate  Pyridoxine Hydrochloride  Thiamine Chloride Hydrochloride  Riboflavin  Folic Acid  Biotin  Sodium Molybdate  Potassium Iodide  Sodium Selenate  Phylloquinone  Cyanocobalamin  And Vitamin D3. Contains Milk And Soy Ingredients; Gluten- And Lactose-Free.,Glucerna Butter Pecan Shake  Glucerna Shake  8 Oz  6 Ct  Lactose-Free Shake,9.44,6.93x4.62x5.44,Glucerna Shake  Butter Pecan  8 fl oz Bottles  6-pack,3.85
2240,Shamrock Farms,Fat reduced from 13g to 8g grade A,Reduced Fat Milk  Sugar  High Fructose Corn Syrup  Cocoa (Processed With Alkali)  Food Starch  Salt  Carrageenan  Vanillin  Guar Gum  Vitamins A & D.,Shamrock Farms: Reduced Fat Chocolate Milk Mmmmilk  12 Oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Shamrock Farms: Reduced Fat Chocolate Milk Mmmmilk  12 Oz,-1.0
2241,Soy Dream,USDA Organic Gluten free,NA,Soy Dream Soymilk 32oz Pack of 12  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,68.93,14.5x8.0x7.5,Soy Dream Soymilk 32oz Pack of 12,35.36
2242,Eden,<br>,Reverse Osmosis Purified Water  And Organic Soybeans.,Eden Foods Edensoy Organic Unsweetened Soymilk  32FO (Pack of 12)  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,38.56,2.7x4.15x6.65,Eden Foods Edensoy Organic Unsweetened Soymilk  32FO (Pack of 12),2.27
2243,Darigold,NA,Milk  Vitamin D3,Darigold Homogenized Milk  1 gal  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Darigold Homogenized Milk  1 gal,-1.0
2244,Hood,NA,Cream  Mono And Diglycerides  Carrageenan.,Hood Heavy Cream  8 fl oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Hood Heavy Cream  8 fl oz,-1.0
2245,Nestle Coffee-Mate,Your coffee will never be the same again,Water  Sugar  Vegetable Oil (High Oleic Soybean And/Or Partially Hydrogenated Soybean And/Or Partially Hydrogenated Cottonseed)  And Less Than 2% of Sodium Caseinate (A Milk Derivative)*  Mono- And Diglycerides  Dipotassium Phosphate  Cellulose Gel  Salt  Natural & Artificial Flavors  Cellulose Gum  Sucralose  Carrageenan. *Not A Source of Lactose. Contains A Milk Derivative.,Nestle Coffee-mate Italian Sweet Creme Liquid Coffee Creamer  64 fl oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Nestle Coffee-mate Italian Sweet Creme Liquid Coffee Creamer  64 fl oz,-1.0
2246,Marburger Farm Dairy,Everyone should have a taste of Marburger Farm Dairy Gourmet Buttermilk Even if you dont like to drink it by itself  it adds great flavor to many everyday recipes,Whole Milk  Salt (Butter Flakes) Grade A Cream  Grade A Dry Whey  Lactic Acid  Annatto Color  Carrageenan  Guar Gum,Marburger Farm Dairy Gourmet Buttermilk  1 qt  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Marburger Farm Dairy Gourmet Buttermilk  1 qt,-1.0
2247,Bob's Red Mill,This crunchy  classic-style granola is wonderfully simple,Whole Grain Rolled Oats  Fruit Juice Concentrate (Pineapple Syrup  Pear Concentrate  Peach Concentrate)  Evaporated Cane Juice  Dried Apples  Maltodextrin  Natural Strawberry Flavor. Manufactured In A Facility That Also Uses Tree Nuts  Soy  Wheat And Milk.,Bob's Red Mill All Natural Apple Strawberry Granola  12 oz (Pack of 4)  Breakfast & Cereal  Home Page  Walmart.com  Wal-Mart,16.74,2.5x4.13x8.25,Bob's Red Mill All Natural Apple Strawberry Granola  12 oz (Pack of 4),3.52
2248,Silk,Oh  so coconut Oh  so good,All Natural Coconutmilk (Filtered Water  Coconut Cream)  Evaporated Cane Juice  Calcium Carbonate  Natural Flavor  Dipotassium Phosphate  Xanthan Gum  Carrageenan  Guar Gum  Cyanocobalamin (Vitamin B12)  Vitamin A Palmitate  Vitamin D2.,Silk All Natural Vanilla Coconutmilk  .5 gal  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Silk All Natural Vanilla Coconutmilk  .5 gal,-1.0
2249,Organic Valley,Like all Organic Valley dairy products  Organic Valley Organic Lactose Free Fat Free Milk starts as wholesome  organic milk fresh from the pastures of family farms,Organic Grade A Fat Free Milk  Lactose Enzyme  Vitamin A Palmitate  Vitamin D3.,Organic Valley Organic Lactose Free Fat Free Milk  64 fl oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Organic Valley Organic Lactose Free Fat Free Milk  64 fl oz,-1.0
2250,International Delight,Create an original coffeehouse indulgence with bold caramel flavor and notes of sweet cream,Non-Dairy Product Ingredients: Water  Sugar  Palm Oil  Contains 2% Or Less of Each of The Following: Sodium Caseinate* (A Milk Derivative)  Dipotassium Phosphate  Natural And Artificial Flavors  Mono And Diglycerides  Sodium Stearoyl Lactylate  Polysorbate 60  Carrageenan  Salt.,International Delight Coffee House Inspirations Caramel Macchiato Coffee Creamer  32 fl oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,International Delight Coffee House Inspirations Caramel Macchiato Coffee Creamer  32 fl oz,-1.0
2251,Nestle,<!-- Disti Content -->Nondairy creamer offers a delicious flavor in liquid concentrate Easy-to-use spigot makes less mess and easy cleanup,NA,NESTLE' USA Liquid Creamers  Nondairy  1.5L  Hazelnut  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,17.99,3.34,NESTLE' USA Liquid Creamers  Nondairy  1.5L  Hazelnut,-1.0
2252,OAKHURST,Oakhurst Plus Nu-Trish 1% Light Milk has probiotics--active cultures that naturally aid digestive health and help with lactose sensitivity. It's delicious natural goodness for your whole body.,Lowfat Milk  Vitamin A Palmitiate & Vitamin D3  Lactobacillus Acidophilus And Bifidobacterum Bifidum Cultures.,Oakhurst Plus Nu-Trish 1% Light Milk  0.5 gal  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Oakhurst Plus Nu-Trish 1% Light Milk  0.5 gal,-1.0
