@info
{
    "table":{
        "name":"wv_candset",
        "description":"",
        "idAttrib":{
            "name":"pairID",
            "type":"INTEGER"
        },
        "projectName":"wgec_el_2",
        "attributes":[
            {
                "name":"pairID",
                "type":"INTEGER"
            },
            {
                "name":"walmart.id",
                "type":"TEXT"
            },
            {
                "name":"vendor.id",
                "type":"TEXT"
            }
        ]
    }
}

@data
pairID:INTEGER,walmart.id:TEXT,vendor.id:TEXT
3743,10242708,10242708#ivgStores
3744,27148488,27148488#eBags
3745,10299065,10299065#ivgStores
3746,27148495,27148495#eBags
3747,10778916,10778916#ivgStores
3748,10986267,10986267#ivgStores
3749,11020918,11020918#ivgStores
3750,11049965,11049965#ivgStores
3751,11085456,11085456#ivgStores
3752,11973953,11973953#ivgStores
3753,12085910,12085910#ivgStores
3754,12184882,12184882#ivgStores
3755,12321710,12321710#ivgStores
3756,12342531,12342531#ivgStores
3757,12361422,12361422#ivgStores
3758,13055906,13055906#ivgStores
3759,13056408,13056408#ivgStores
3760,13056425,13056425#ivgStores
3761,13056436,13056436#ivgStores
3762,13056448,13056448#ivgStores
3763,13056477,13056477#ivgStores
3764,13056503,13056503#ivgStores
3765,13056531,13056531#ivgStores
3766,13056540,13056540#ivgStores
3767,13056571,13056571#ivgStores
3768,13056837,13056837#ivgStores
3769,13056843,13056843#ivgStores
3770,13056898,13056898#ivgStores
3771,13056919,13056919#ivgStores
3772,13056952,13056952#ivgStores
3773,13056964,13056964#ivgStores
3774,13056969,13056969#ivgStores
3775,13070272,13070272#ivgStores
3776,13073309,13073309#ivgStores
3777,13081537,13081537#ivgStores
3778,13214796,13214796#ivgStores
3779,13215865,13215865#ivgStores
3780,13423225,13423225#ivgStores
3781,27434747,27434747#eBags
3782,27445380,27445380#eBags
3783,27512115,27512115#eBags
3784,27512122,27512122#eBags
3785,27512135,27512135#eBags
3786,27512136,27512136#eBags
3787,27512159,27512159#eBags
3788,27512339,27512339#eBags
3789,27674082,27674082#eBags
3790,27744897,27744897#eBags
3791,27744948,27744948#eBags
3792,27858741,27858741#eBags
3793,27858758,27858758#eBags
3794,14235504,14235504#ivgStores
3795,28414514,28414514#eBags
3796,14262037,14262037#ivgStores
3797,28540060,28540060#eBags
3798,28636898,28636898#eBags
3799,28664829,28664829#eBags
3800,14313261,14313261#ivgStores
3801,28826977,28826977#eBags
3802,14495346,14495346#ivgStores
3803,28867816,28867816#eBags
3804,28867823,28867823#eBags
3805,28875843,28875843#eBags
3806,28891339,28891339#eBags
3807,28966888,28966888#eBags
3808,14554538,14554538#ivgStores
3809,28988423,28988423#eBags
3810,29070804,29070804#eBags
3811,14650215,14650215#ivgStores
3812,29236415,29236415#eBags
3813,29602621,29602621#eBags
3814,29602628,29602628#eBags
3815,29602629,29602629#eBags
3816,14872629,14872629#ivgStores
3817,14872665,14872665#ivgStores
3818,29732878,29732878#eBags
3819,29732880,29732880#eBags
3820,29732910,29732910#eBags
3821,29864249,29864249#Perf-Moto
3822,20439215,20439215#eBags
3823,14894194,14894194#ivgStores
3824,20439238,20439238#eBags
3825,20469823,20469823#eBags
3826,14903859,14903859#ivgStores
3827,20524821,20524821#eBags
3828,20524822,20524822#eBags
3829,20564278,20564278#eBags
3830,20565753,20565753#eBags
3831,20565846,20565846#eBags
3832,20575041,20575041#eBags
3833,20575061,20575061#eBags
3834,20606905,20606905#eBags
3835,20657331,20657331#eBags
3836,20668836,20668836#eBags
3837,14922532,14922532#ivgStores
3838,14922533,14922533#ivgStores
3839,20686088,20686088#eBags
3840,20686114,20686114#eBags
3841,14926515,14926515#ivgStores
3842,20686142,20686142#eBags
3843,14928439,14928439#ivgStores
3844,20742250,20742250#eBags
3845,14931474,14931474#ivgStores
3846,14931491,14931491#ivgStores
3847,20752785,20752785#eBags
3848,20752793,20752793#eBags
3849,20841690,20841690#eBags
3850,20841693,20841693#eBags
3851,20841701,20841701#eBags
3852,20841713,20841713#eBags
3853,20841732,20841732#eBags
3854,20841734,20841734#eBags
3855,20841768,20841768#eBags
3856,20841784,20841784#eBags
3857,20845182,20845182#eBags
3858,20847586,20847586#eBags
3859,20849249,20849249#eBags
3860,14967641,14967641#ivgStores
3861,20897902,20897902#eBags
3862,20974935,20974935#eBags
3863,21015655,21015655#eBags
3864,21054335,21054335#eBags
3865,15074602,15074602#ivgStores
3866,21104833,21104833#eBags
3867,21104835,21104835#eBags
3868,21119363,21119363#eBags
3869,21119433,21119433#eBags
3870,21119532,21119532#eBags
3871,21128544,21128544#eBags
3872,21128583,21128583#eBags
3873,21128624,21128624#eBags
3874,21128627,21128627#eBags
3875,21128633,21128633#eBags
3876,15161646,15161646#ivgStores
3877,21130556,21130556#eBags
3878,15172492,15172492#ivgStores
3879,21144081,21144081#eBags
3880,21145632,21145632#eBags
3881,21152113,21152113#eBags
3882,29870437,29870437#Perf-Moto
3883,21289648,21289648#eBags
3884,21289737,21289737#eBags
3885,21291610,21291610#eBags
3886,21382903,21382903#eBags
3887,21551219,21551219#eBags
3888,21551228,21551228#eBags
3889,21551282,21551282#eBags
3890,21551431,21551431#eBags
3891,21551511,21551511#eBags
3892,21551581,21551581#eBags
3893,21551622,21551622#eBags
3894,21551625,21551625#eBags
3895,21551668,21551668#eBags
3896,21551914,21551914#eBags
3897,21551985,21551985#eBags
3898,21551997,21551997#eBags
3899,21552006,21552006#eBags
3900,21552026,21552026#eBags
3901,21552188,21552188#eBags
3902,21552194,21552194#eBags
3903,21567798,21567798#eBags
3904,21578220,21578220#eBags
3905,29874594,29874594#Perf-Moto
3906,21609758,21609758#eBags
3907,21647525,21647525#eBags
3908,21666200,21666200#eBags
3909,29875941,29875941#Perf-Moto
3910,21721879,21721879#eBags
3911,21732115,21732115#eBags
3912,21740192,21740192#eBags
3913,21740216,21740216#eBags
3914,21811716,21811716#eBags
3915,21811801,21811801#eBags
3916,21811818,21811818#eBags
3917,21834246,21834246#eBags
3918,21834261,21834261#eBags
3919,21834339,21834339#eBags
3920,21836381,21836381#eBags
3921,21899686,21899686#eBags
3922,21899699,21899699#eBags
3923,21910235,21910235#eBags
3924,21921850,21921850#eBags
3925,21945295,21945295#eBags
3926,21945338,21945338#eBags
3927,15826526,15826526#ivgStores
3928,21966111,21966111#eBags
3929,21984481,21984481#eBags
3930,22003579,22003579#eBags
3931,22051959,22051959#eBags
3932,22059877,22059877#eBags
3933,22078311,22078311#eBags
3934,22081877,22081877#eBags
3935,22099151,22099151#eBags
3936,22102101,22102101#eBags
3937,22144357,22144357#eBags
3938,22144363,22144363#eBags
3939,22144365,22144365#eBags
3940,22177796,22177796#eBags
3941,22211578,22211578#eBags
3942,22211989,22211989#eBags
3943,22212145,22212145#eBags
3944,16419356,16419356#ivgStores
3945,16422763,16422763#ivgStores
3946,22213235,22213235#eBags
3947,22213554,22213554#eBags
3948,29889857,29889857#Perf-Moto
3949,29889942,29889942#Perf-Moto
3950,22213946,22213946#eBags
3951,22213962,22213962#eBags
3952,22214454,22214454#eBags
3953,22215220,22215220#eBags
3954,16489784,16489784#ivgStores
3955,22215854,22215854#eBags
3956,22215856,22215856#eBags
3957,16560675,16560675#ivgStores
3958,22216215,22216215#eBags
3959,22224597,22224597#eBags
3960,22224722,22224722#eBags
3961,22226761,22226761#eBags
3962,22254153,22254153#eBags
3963,22254365,22254365#eBags
3964,22254971,22254971#eBags
3965,16794935,16794935#ivgStores
3966,16912076,16912076#ivgStores
3967,22283338,22283338#eBags
3968,22283505,22283505#eBags
3969,22284917,22284917#eBags
3970,22284918,22284918#eBags
3971,22284952,22284952#eBags
3972,22285024,22285024#eBags
3973,22285884,22285884#eBags
3974,22286163,22286163#eBags
3975,22286226,22286226#eBags
3976,22286291,22286291#eBags
3977,22287299,22287299#eBags
3978,22287364,22287364#eBags
3979,22287447,22287447#eBags
3980,22287918,22287918#eBags
3981,22289750,22289750#eBags
3982,22290352,22290352#eBags
3983,22292578,22292578#eBags
3984,22293418,22293418#eBags
3985,22293444,22293444#eBags
3986,22293601,22293601#eBags
3987,22294145,22294145#eBags
3988,22294453,22294453#eBags
3989,22294473,22294473#eBags
3990,22294763,22294763#eBags
3991,22294765,22294765#eBags
3992,22295270,22295270#eBags
3993,22311877,22311877#eBags
3994,22351371,22351371#eBags
3995,22351379,22351379#eBags
3996,17188514,17188514#ivgStores
3997,17205992,17205992#ivgStores
3998,17206020,17206020#ivgStores
3999,17209422,17209422#ivgStores
4000,22398265,22398265#eBags
4001,22398266,22398266#eBags
4002,22398274,22398274#eBags
4003,22398300,22398300#eBags
4004,22398308,22398308#eBags
4005,22398323,22398323#eBags
4006,22398339,22398339#eBags
4007,22441684,22441684#eBags
4008,22570048,22570048#eBags
4009,17327936,17327936#ivgStores
4010,17336107,17336107#ivgStores
4011,22571747,22571747#eBags
4012,22584795,22584795#eBags
4013,22587224,22587224#eBags
4014,22602407,22602407#eBags
4015,22603521,22603521#eBags
4016,22620578,22620578#eBags
4017,22620634,22620634#eBags
4018,22627455,22627455#eBags
4019,22634217,22634217#eBags
4020,22733530,22733530#eBags
4021,22733545,22733545#eBags
4022,22737617,22737617#eBags
4023,22893110,22893110#eBags
4024,22893112,22893112#eBags
4025,22893765,22893765#eBags
4026,17376940,17376940#ivgStores
4027,22958998,22958998#eBags
4028,17387738,17387738#ivgStores
4029,23227567,23227567#eBags
4030,23227570,23227570#eBags
4031,17395966,17395966#ivgStores
4032,17395973,17395973#ivgStores
4033,17396007,17396007#ivgStores
4034,23549574,23549574#eBags
4035,23550023,23550023#eBags
4036,29971335,29971335#Perf-Moto
4037,23706058,23706058#eBags
4038,23769131,23769131#eBags
4039,23859829,23859829#eBags
4040,23859870,23859870#eBags
4041,23859878,23859878#eBags
4042,23859891,23859891#eBags
4043,23859951,23859951#eBags
4044,23859957,23859957#eBags
4045,23859960,23859960#eBags
4046,23859977,23859977#eBags
4047,23986466,23986466#eBags
4048,29972769,29972769#Perf-Moto
4049,24032280,24032280#eBags
4050,24194750,24194750#eBags
4051,24194761,24194761#eBags
4052,29974971,29974971#Perf-Moto
4053,24309410,24309410#eBags
4054,17509271,17509271#ivgStores
4055,24452093,24452093#eBags
4056,24509843,24509843#eBags
4057,24559063,24559063#eBags
4058,25144061,25144061#eBags
4059,25144070,25144070#eBags
4060,25145649,25145649#eBags
4061,25205863,25205863#eBags
4062,25205864,25205864#eBags
4063,25209584,25209584#eBags
4064,25296092,25296092#eBags
4065,25296097,25296097#eBags
4066,25430802,25430802#eBags
4067,25744962,25744962#eBags
4068,25745022,25745022#eBags
4069,26010237,26010237#eBags
4070,26090779,26090779#eBags
4071,26463899,26463899#eBags
4072,26463902,26463902#eBags
4073,26464268,26464268#eBags
4074,26547245,26547245#eBags
4075,26547247,26547247#eBags
4076,26856235,26856235#eBags
4077,26931184,26931184#eBags
4078,26931185,26931185#eBags
4079,26989455,26989455#eBags
4080,26989469,26989469#eBags
4081,26990310,26990310#eBags
4082,26990315,26990315#eBags
4083,27148494,27148494#eBags
4084,27148498,27148498#eBags
4085,27150609,27150609#eBags
4086,27151976,27151976#eBags
4087,27231964,27231964#eBags
4088,27294486,27294486#eBags
4089,27347256,27347256#eBags
4090,17765303,17765303#ivgStores
4091,19410165,19410165#ivgStores
4092,27351344,27351344#eBags
4093,27372878,27372878#eBags
4094,27512140,27512140#eBags
4095,27512151,27512151#eBags
4096,27621530,27621530#eBags
4097,27767110,27767110#eBags
4098,27858745,27858745#eBags
4099,28085887,28085887#eBags
4100,28187558,28187558#eBags
4101,19684215,19684215#ivgStores
4102,28414512,28414512#eBags
4103,28826976,28826976#eBags
4104,28827872,28827872#eBags
4105,28875855,28875855#eBags
4106,28966884,28966884#eBags
4107,28966897,28966897#eBags
4108,29984216,29984216#Perf-Moto
4109,28966933,28966933#eBags
4110,28966956,28966956#eBags
4111,28966975,28966975#eBags
4112,28988416,28988416#eBags
4113,28988418,28988418#eBags
4114,29984491,29984491#Perf-Moto
4115,19885598,19885598#ivgStores
4116,10056408,10056408#ivgStores
4117,29033642,29033642#eBags
4118,29033644,29033644#eBags
4119,10353101,10353101#ivgStores
4120,10603583,10603583#ivgStores
4121,29033759,29033759#eBags
4122,10714724,10714724#ivgStores
4123,29114288,29114288#eBags
4124,29114294,29114294#eBags
4125,29304944,29304944#eBags
4126,10982751,10982751#ivgStores
4127,10988889,10988889#ivgStores
4128,29732767,29732767#eBags
4129,29732922,29732922#eBags
4130,29732943,29732943#eBags
4131,11007916,11007916#ivgStores
4132,11039686,11039686#ivgStores
4133,11319373,11319373#ivgStores
4134,20412018,20412018#eBags
4135,11968801,11968801#ivgStores
4136,11974009,11974009#ivgStores
4137,20525083,20525083#eBags
4138,20564207,20564207#eBags
4139,20575031,20575031#eBags
4140,20575051,20575051#eBags
4141,12343827,12343827#ivgStores
4142,20627185,20627185#eBags
4143,20636831,20636831#eBags
4144,20668828,20668828#eBags
4145,12538635,12538635#ivgStores
4146,13044474,13044474#ivgStores
4147,13050453,13050453#ivgStores
4148,13055902,13055902#ivgStores
4149,13055904,13055904#ivgStores
4150,13056060,13056060#ivgStores
4151,20743147,20743147#eBags
4152,13056407,13056407#ivgStores
4153,20745633,20745633#eBags
4154,13056412,13056412#ivgStores
4155,13056442,13056442#ivgStores
4156,20746007,20746007#eBags
4157,13056469,13056469#ivgStores
4158,20746110,20746110#eBags
4159,13056494,13056494#ivgStores
4160,20746144,20746144#eBags
4161,13056542,13056542#ivgStores
4162,13056555,13056555#ivgStores
4163,13056559,13056559#ivgStores
4164,20841680,20841680#eBags
4165,20841715,20841715#eBags
4166,13056601,13056601#ivgStores
4167,20841760,20841760#eBags
4168,20841781,20841781#eBags
4169,13056897,13056897#ivgStores
4170,13056963,13056963#ivgStores
4171,20841799,20841799#eBags
4172,20847571,20847571#eBags
4173,20849226,20849226#eBags
4174,13077622,13077622#ivgStores
4175,20849277,20849277#eBags
4176,20854819,20854819#eBags
4177,13081552,13081552#ivgStores
4178,20854821,20854821#eBags
4179,13081782,13081782#ivgStores
4180,20863150,20863150#eBags
4181,13116929,13116929#ivgStores
4182,20894471,20894471#eBags
4183,13214739,13214739#ivgStores
4184,13215623,13215623#ivgStores
4185,13247164,13247164#ivgStores
4186,20927220,20927220#eBags
4187,20950620,20950620#eBags
4188,13259160,13259160#ivgStores
4189,20976927,20976927#eBags
4190,21015658,21015658#eBags
4191,21043831,21043831#eBags
4192,21104837,21104837#eBags
4193,21104881,21104881#eBags
4194,21119424,21119424#eBags
4195,21119503,21119503#eBags
4196,21128593,21128593#eBags
4197,21128607,21128607#eBags
4198,21130562,21130562#eBags
4199,21152116,21152116#eBags
4200,14015246,14015246#ivgStores
4201,21275773,21275773#eBags
4202,21551234,21551234#eBags
4203,21551241,21551241#eBags
4204,21551289,21551289#eBags
4205,21551291,21551291#eBags
4206,21551562,21551562#eBags
4207,21551614,21551614#eBags
4208,21551617,21551617#eBags
4209,21551639,21551639#eBags
4210,21551696,21551696#eBags
4211,21552050,21552050#eBags
4212,21552146,21552146#eBags
4213,21552156,21552156#eBags
4214,21552190,21552190#eBags
4215,21553618,21553618#eBags
4216,14554536,14554536#ivgStores
4217,21578218,21578218#eBags
4218,21646958,21646958#eBags
4219,14590873,14590873#ivgStores
4220,21732139,21732139#eBags
4221,21732141,21732141#eBags
4222,21811806,21811806#eBags
4223,21811823,21811823#eBags
4224,21812258,21812258#eBags
4225,21834338,21834338#eBags
4226,21834356,21834356#eBags
4227,21899700,21899700#eBags
4228,21945451,21945451#eBags
4229,21945452,21945452#eBags
4230,22003902,22003902#eBags
4231,22003925,22003925#eBags
4232,22004726,22004726#eBags
4233,22050857,22050857#eBags
4234,22059886,22059886#eBags
4235,22079348,22079348#eBags
4236,22081874,22081874#eBags
4237,22088402,22088402#eBags
4238,22089004,22089004#eBags
4239,22089007,22089007#eBags
4240,14664892,14664892#ivgStores
4241,22102130,22102130#eBags
4242,14872639,14872639#ivgStores
4243,22134044,22134044#eBags
4244,22144390,22144390#eBags
4245,22211702,22211702#eBags
4246,22212019,22212019#eBags
4247,22212022,22212022#eBags
4248,22212033,22212033#eBags
4249,22212728,22212728#eBags
4250,14916157,14916157#ivgStores
4251,14916174,14916174#ivgStores
4252,14916214,14916214#ivgStores
4253,14916423,14916423#ivgStores
4254,14916499,14916499#ivgStores
4255,14916627,14916627#ivgStores
4256,14917716,14917716#ivgStores
4257,14922538,14922538#ivgStores
4258,22214138,22214138#eBags
4259,14928328,14928328#ivgStores
4260,14928441,14928441#ivgStores
4261,14929287,14929287#ivgStores
4262,14931472,14931472#ivgStores
4263,22215824,22215824#eBags
4264,14972023,14972023#ivgStores
4265,14972247,14972247#ivgStores
4266,14972537,14972537#ivgStores
4267,22216528,22216528#eBags
4268,22216621,22216621#eBags
4269,22224416,22224416#eBags
4270,22224668,22224668#eBags
4271,22224670,22224670#eBags
4272,22254824,22254824#eBags
4273,22254873,22254873#eBags
4274,22254877,22254877#eBags
4275,22254961,22254961#eBags
4276,22259604,22259604#eBags
4277,22282485,22282485#eBags
4278,15074808,15074808#ivgStores
4279,22283224,22283224#eBags
4280,15114894,15114894#ivgStores
4281,22283233,22283233#eBags
4282,22284678,22284678#eBags
4283,22284886,22284886#eBags
4284,22284978,22284978#eBags
4285,22285502,22285502#eBags
4286,22287247,22287247#eBags
4287,15523653,15523653#ivgStores
4288,15523687,15523687#ivgStores
4289,22287384,22287384#eBags
4290,22287828,22287828#eBags
4291,22289757,22289757#eBags
4292,22289959,22289959#eBags
4293,22290378,22290378#eBags
4294,22290791,22290791#eBags
4295,22292681,22292681#eBags
4296,22293466,22293466#eBags
4297,22293556,22293556#eBags
4298,22294766,22294766#eBags
4299,22295303,22295303#eBags
4300,22311880,22311880#eBags
4301,22314597,22314597#eBags
4302,22322549,22322549#eBags
4303,22322556,22322556#eBags
4304,22351295,22351295#eBags
4305,22351370,22351370#eBags
4306,22368479,22368479#eBags
4307,15686469,15686469#ivgStores
4308,22398279,22398279#eBags
4309,22398302,22398302#eBags
4310,22398304,22398304#eBags
4311,22398338,22398338#eBags
4312,22563721,22563721#eBags
4313,22563726,22563726#eBags
4314,22570049,22570049#eBags
4315,22570058,22570058#eBags
4316,22572711,22572711#eBags
4317,22572717,22572717#eBags
4318,22583080,22583080#eBags
4319,22583683,22583683#eBags
4320,22584791,22584791#eBags
4321,22584796,22584796#eBags
4322,15907797,15907797#ivgStores
4323,15907802,15907802#ivgStores
4324,22585727,22585727#eBags
4325,15916138,15916138#ivgStores
4326,22620557,22620557#eBags
4327,22620640,22620640#eBags
4328,22620641,22620641#eBags
4329,22628870,22628870#eBags
4330,22664411,22664411#eBags
4331,22709991,22709991#eBags
4332,22733547,22733547#eBags
4333,22893119,22893119#eBags
4334,23261971,23261971#eBags
4335,23310901,23310901#eBags
4336,23316647,23316647#eBags
4337,23316677,23316677#eBags
4338,23316681,23316681#eBags
4339,23360886,23360886#eBags
4340,23360888,23360888#eBags
4341,23515484,23515484#eBags
4342,23515488,23515488#eBags
4343,23581976,23581976#eBags
4344,23639142,23639142#eBags
4345,23701719,23701719#eBags
4346,23807360,23807360#eBags
4347,23859816,23859816#eBags
4348,23859848,23859848#eBags
4349,23859854,23859854#eBags
4350,23859869,23859869#eBags
4351,23859888,23859888#eBags
4352,23859890,23859890#eBags
4353,16523656,16523656#ivgStores
4354,23859908,23859908#eBags
4355,23859985,23859985#eBags
4356,23859987,23859987#eBags
4357,23867018,23867018#eBags
4358,16539624,16539624#ivgStores
4359,16606800,16606800#ivgStores
4360,16609106,16609106#ivgStores
4361,16829705,16829705#ivgStores
4362,16829800,16829800#ivgStores
4363,16829802,16829802#ivgStores
4364,24220503,24220503#eBags
4365,24306100,24306100#eBags
4366,24306283,24306283#eBags
4367,24452125,24452125#eBags
4368,24477694,24477694#eBags
4369,24510530,24510530#eBags
4370,25141177,25141177#eBags
4371,17037944,17037944#ivgStores
4372,25205862,25205862#eBags
4373,25296081,25296081#eBags
4374,25296083,25296083#eBags
4375,25299960,25299960#eBags
4376,25978966,25978966#eBags
4377,26010227,26010227#eBags
4378,26090798,26090798#eBags
4379,26386677,26386677#eBags
4380,26931181,26931181#eBags
4381,26931204,26931204#eBags
4382,26931213,26931213#eBags
4383,26989460,26989460#eBags
4384,17218984,17218984#ivgStores
4385,26989483,26989483#eBags
4386,29836007,29836007#Perf-Moto
4387,17219046,17219046#ivgStores
4388,26989487,26989487#eBags
4389,26990295,26990295#eBags
4390,26990299,26990299#eBags
4391,26990303,26990303#eBags
4392,27043038,27043038#eBags
4393,27148505,27148505#eBags
4394,27148507,27148507#eBags
4395,27151974,27151974#eBags
4396,27351342,27351342#eBags
4397,27434745,27434745#eBags
4398,27445338,27445338#eBags
4399,27472706,27472706#eBags
4400,27512119,27512119#eBags
4401,27512148,27512148#eBags
4402,27512341,27512341#eBags
4403,29844065,29844065#Perf-Moto
4404,27673362,27673362#eBags
4405,27766419,27766419#eBags
4406,17472692,17472692#ivgStores
4407,28085980,28085980#eBags
4408,28875846,28875846#eBags
4409,28875850,28875850#eBags
4410,28966881,28966881#eBags
4411,28966883,28966883#eBags
4412,28966885,28966885#eBags
4413,28966908,28966908#eBags
4414,28966997,28966997#eBags
4415,28967000,28967000#eBags
4416,17694172,17694172#ivgStores
4417,17710923,17710923#ivgStores
4418,19245460,19245460#ivgStores
4419,29732869,29732869#eBags
4420,29732882,29732882#eBags
4421,20439209,20439209#eBags
4422,20439237,20439237#eBags
4423,20524862,20524862#eBags
4424,20525078,20525078#eBags
4425,20531893,20531893#eBags
4426,20575040,20575040#eBags
4427,20605975,20605975#eBags
4428,20606909,20606909#eBags
4429,20686141,20686141#eBags
4430,20703494,20703494#eBags
4431,20746124,20746124#eBags
4432,20746131,20746131#eBags
4433,20746140,20746140#eBags
4434,19410164,19410164#ivgStores
4435,20752795,20752795#eBags
4436,20841617,20841617#eBags
4437,20841656,20841656#eBags
4438,20841668,20841668#eBags
4439,20841677,20841677#eBags
4440,20841757,20841757#eBags
4441,20847496,20847496#eBags
4442,20863159,20863159#eBags
4443,20927206,20927206#eBags
4444,20950622,20950622#eBags
4445,21002629,21002629#eBags
4446,21015651,21015651#eBags
4447,21015656,21015656#eBags
4448,21025461,21025461#eBags
4449,21119359,21119359#eBags
4450,21119531,21119531#eBags
4451,21128553,21128553#eBags
4452,21130532,21130532#eBags
4453,21130557,21130557#eBags
4454,21275530,21275530#eBags
4455,21344267,21344267#eBags
4456,21345546,21345546#eBags
4457,21467465,21467465#eBags
4458,21499692,21499692#eBags
4459,21551232,21551232#eBags
4460,21551298,21551298#eBags
4461,21551338,21551338#eBags
4462,21551369,21551369#eBags
4463,21551397,21551397#eBags
4464,21551482,21551482#eBags
4465,21551500,21551500#eBags
4466,21551501,21551501#eBags
4467,21551619,21551619#eBags
4468,21551695,21551695#eBags
4469,21551996,21551996#eBags
4470,21552147,21552147#eBags
4471,21552150,21552150#eBags
4472,21552157,21552157#eBags
4473,21552169,21552169#eBags
4474,21553613,21553613#eBags
4475,21567803,21567803#eBags
4476,21576736,21576736#eBags
4477,21578217,21578217#eBags
4478,21609734,21609734#eBags
4479,21609761,21609761#eBags
4480,21609874,21609874#eBags
4481,21609885,21609885#eBags
4482,21609887,21609887#eBags
4483,21641329,21641329#eBags
4484,21641331,21641331#eBags
4485,21721862,21721862#eBags
4486,21732117,21732117#eBags
4487,21740217,21740217#eBags
4488,21805178,21805178#eBags
4489,21812264,21812264#eBags
4490,21834244,21834244#eBags
4491,21834359,21834359#eBags
4492,21834363,21834363#eBags
4493,21834619,21834619#eBags
4494,21836383,21836383#eBags
4495,10760236,10760236#ivgStores
4496,10774553,10774553#ivgStores
4497,21945303,21945303#eBags
4498,21983657,21983657#eBags
4499,21984485,21984485#eBags
4500,22049423,22049423#eBags
4501,22073091,22073091#eBags
4502,10984077,10984077#ivgStores
4503,22074980,22074980#eBags
4504,10988897,10988897#ivgStores
4505,22102044,22102044#eBags
4506,22102076,22102076#eBags
4507,22102081,22102081#eBags
4508,22102097,22102097#eBags
4509,22102108,22102108#eBags
4510,22102112,22102112#eBags
4511,22102124,22102124#eBags
4512,22102150,22102150#eBags
4513,22144369,22144369#eBags
4514,22144391,22144391#eBags
4515,22144398,22144398#eBags
4516,11331699,11331699#ivgStores
4517,11962345,11962345#ivgStores
4518,11968796,11968796#ivgStores
4519,11974134,11974134#ivgStores
4520,22211961,22211961#eBags
4521,22212148,22212148#eBags
4522,12185252,12185252#ivgStores
4523,12185456,12185456#ivgStores
4524,12187175,12187175#ivgStores
4525,12321690,12321690#ivgStores
4526,12343507,12343507#ivgStores
4527,22212794,22212794#eBags
4528,22213482,22213482#eBags
4529,12537953,12537953#ivgStores
4530,22213947,22213947#eBags
4531,22213963,22213963#eBags
4532,13037934,13037934#ivgStores
4533,13055898,13055898#ivgStores
4534,22214153,22214153#eBags
4535,13055911,13055911#ivgStores
4536,13056619,13056619#ivgStores
4537,13056913,13056913#ivgStores
4538,22214174,22214174#eBags
4539,13056921,13056921#ivgStores
4540,13056922,13056922#ivgStores
4541,13056953,13056953#ivgStores
4542,13073401,13073401#ivgStores
4543,13074766,13074766#ivgStores
4544,22214523,22214523#eBags
4545,13081301,13081301#ivgStores
4546,13081428,13081428#ivgStores
4547,22214575,22214575#eBags
4548,13213408,13213408#ivgStores
4549,13259476,13259476#ivgStores
4550,22216205,22216205#eBags
4551,22216209,22216209#eBags
4552,22216457,22216457#eBags
4553,22254686,22254686#eBags
4554,22254813,22254813#eBags
4555,22254820,22254820#eBags
4556,22254881,22254881#eBags
4557,22255519,22255519#eBags
4558,22259611,22259611#eBags
4559,22259718,22259718#eBags
4560,22259872,22259872#eBags
4561,22283228,22283228#eBags
4562,22283240,22283240#eBags
4563,22283602,22283602#eBags
4564,14301880,14301880#ivgStores
4565,22284755,22284755#eBags
4566,22284756,22284756#eBags
4567,14526619,14526619#ivgStores
4568,22284906,22284906#eBags
4569,22284929,22284929#eBags
4570,22285022,22285022#eBags
4571,22285299,22285299#eBags
4572,22285922,22285922#eBags
4573,22285924,22285924#eBags
4574,22286210,22286210#eBags
4575,22286242,22286242#eBags
4576,22286254,22286254#eBags
4577,22286657,22286657#eBags
4578,29874093,29874093#Perf-Moto
4579,22287460,22287460#eBags
4580,22287799,22287799#eBags
4581,22287954,22287954#eBags
4582,22289864,22289864#eBags
4583,22292465,22292465#eBags
4584,22292558,22292558#eBags
4585,22292925,22292925#eBags
4586,22294147,22294147#eBags
4587,22295271,22295271#eBags
4588,22325814,22325814#eBags
4589,22351381,22351381#eBags
4590,14867539,14867539#ivgStores
4591,14872631,14872631#ivgStores
4592,14872666,14872666#ivgStores
4593,22398271,22398271#eBags
4594,22398294,22398294#eBags
4595,29882583,29882583#Perf-Moto
4596,22441704,22441704#eBags
4597,22570066,22570066#eBags
4598,22572704,22572704#eBags
4599,14916152,14916152#ivgStores
4600,14916163,14916163#ivgStores
4601,22587035,22587035#eBags
4602,22587212,22587212#eBags
4603,22617329,22617329#eBags
4604,22620518,22620518#eBags
4605,22620577,22620577#eBags
4606,14922534,14922534#ivgStores
4607,14922752,14922752#ivgStores
4608,22627459,22627459#eBags
4609,22708318,22708318#eBags
4610,22733539,22733539#eBags
4611,14927487,14927487#ivgStores
4612,14927494,14927494#ivgStores
4613,14928110,14928110#ivgStores
4614,22789212,22789212#eBags
4615,14928446,14928446#ivgStores
4616,14939094,14939094#ivgStores
4617,22893768,22893768#eBags
4618,22910312,22910312#eBags
4619,23316659,23316659#eBags
4620,23316670,23316670#eBags
4621,23316671,23316671#eBags
4622,15074428,15074428#ivgStores
4623,23515485,23515485#eBags
4624,15105310,15105310#ivgStores
4625,23553586,23553586#eBags
4626,15126105,15126105#ivgStores
4627,23581974,23581974#eBags
4628,23597375,23597375#eBags
4629,23597377,23597377#eBags
