@info
{
    "table":{
        "name":"candset",
        "description":"",
        "idAttrib":{
            "name":"pairID",
            "type":"INTEGER"
        },
        "projectName":"wgec_el_30k",
        "attributes":[
            {
                "name":"pairID",
                "type":"INTEGER"
            },
            {
                "name":"A.id",
                "type":"TEXT"
            },
            {
                "name":"B.id",
                "type":"TEXT"
            }
        ]
    }
}

@data
pairID:INTEGER,A.id:TEXT,B.id:TEXT
371,17480518,17480518#Tonzof
372,15173186,15173186#Bic Warehouse
373,15268499,15268499#Bic Warehouse
374,17617007,17617007#Tonzof
375,17617033,17617033#Tonzof
376,17617039,17617039#Tonzof
377,17654758,17654758#Tonzof
378,17688541,17688541#Tonzof
379,16617561,16617561#Bic Warehouse
380,42986518,42986518#O.co
381,17695702,17695702#Tonzof
382,665704,665704#Walmart.com
383,17770443,17770443#Tonzof
384,669939,669939#Walmart.com
385,17781644,17781644#Tonzof
386,17781898,17781898#Tonzof
387,17787029,17787029#Tonzof
388,17787034,17787034#Tonzof
389,17787038,17787038#Tonzof
390,17787047,17787047#Tonzof
391,17804979,17804979#Tonzof
392,17804989,17804989#Tonzof
393,17813074,17813074#Tonzof
394,19205301,19205301#Tonzof
395,42988410,42988410#O.co
396,42988524,42988524#O.co
397,17472786,17472786#Bic Warehouse
398,19236019,19236019#Tonzof
399,19237081,19237081#Tonzof
400,19311050,19311050#Bic Warehouse
401,692034,692034#Walmart.com
402,19866161,19866161#Bic Warehouse
403,19268155,19268155#Tonzof
404,42990509,42990509#O.co
405,30152903,30152903#Perf-Moto
406,19276756,19276756#Tonzof
407,10353083,10353083#Bic Warehouse
408,10730662,10730662#Bic Warehouse
409,10988760,10988760#Bic Warehouse
410,11030546,11030546#Bic Warehouse
411,13075158,13075158#Bic Warehouse
412,13136713,13136713#Bic Warehouse
413,14301744,14301744#Bic Warehouse
414,720203,720203#Walmart.com
415,14904144,14904144#Bic Warehouse
416,14916158,14916158#Bic Warehouse
417,42993668,42993668#O.co
418,14922485,14922485#Bic Warehouse
419,14922497,14922497#Bic Warehouse
420,19310989,19310989#Tonzof
421,19310991,19310991#Tonzof
422,42993688,42993688#O.co
423,19311042,19311042#Tonzof
424,14927358,14927358#Bic Warehouse
425,30239729,30239729#Perf-Moto
426,19311834,19311834#Tonzof
427,14972698,14972698#Bic Warehouse
428,19314364,19314364#Tonzof
429,735692,735692#Walmart.com
430,15105362,15105362#Bic Warehouse
431,735843,735843#Walmart.com
432,15118428,15118428#Bic Warehouse
433,15118430,15118430#Bic Warehouse
434,42995392,42995392#O.co
435,19314741,19314741#Tonzof
436,19314797,19314797#Tonzof
437,15569974,15569974#Bic Warehouse
438,11973999,11973999#HappEshopper
439,17205992,17205992#HappEshopper
440,17206008,17206008#HappEshopper
441,19885600,19885600#HappEshopper
442,19885602,19885602#HappEshopper
443,11961851,11961851#HappEshopper
444,17201266,17201266#HappEshopper
445,17206011,17206011#HappEshopper
446,16584727,16584727#HappEshopper
447,16671312,16671312#HappEshopper
448,19604086,19604086#HappEshopper
449,19341674,19341674#Tonzof
450,16606800,16606800#HappEshopper
451,17205988,17205988#HappEshopper
452,17206005,17206005#HappEshopper
453,16954501,16954501#HappEshopper
454,17032577,17032577#HappEshopper
455,17205994,17205994#HappEshopper
456,16914351,16914351#HappEshopper
457,17205985,17205985#HappEshopper
458,16671318,16671318#HappEshopper
459,16595181,16595181#HappEshopper
460,17032563,17032563#HappEshopper
461,17205991,17205991#HappEshopper
462,17205987,17205987#HappEshopper
463,17206007,17206007#HappEshopper
464,19795301,19795301#HappEshopper
465,11070555,11070555#HappEshopper
466,11993267,11993267#HappEshopper
467,17032567,17032567#HappEshopper
468,11084919,11084919#HappEshopper
469,17205976,17205976#HappEshopper
470,19410148,19410148#Tonzof
471,19410169,19410169#Tonzof
472,19410187,19410187#Tonzof
473,19410201,19410201#Tonzof
474,19414024,19414024#Tonzof
475,20628002,20628002#HappEshopper
476,21174948,21174948#HappEshopper
477,21188931,21188931#HappEshopper
478,22237370,22237370#HappEshopper
479,19415324,19415324#Tonzof
480,19415335,19415335#Tonzof
481,26076178,26076178#HappEshopper
482,19415356,19415356#Tonzof
483,19415381,19415381#Tonzof
484,19415415,19415415#Tonzof
485,753398,753398#Walmart.com
486,24309670,24309670#HappEshopper
487,24905286,24905286#HappEshopper
488,19417826,19417826#Tonzof
489,24905290,24905290#HappEshopper
490,19417930,19417930#Tonzof
491,27940682,27940682#HappEshopper
492,20630340,20630340#HappEshopper
493,19417955,19417955#Tonzof
494,23703091,23703091#HappEshopper
495,19418782,19418782#Tonzof
496,24221688,24221688#HappEshopper
497,24447511,24447511#HappEshopper
498,17048710,17048710#Bic Warehouse
499,24905270,24905270#HappEshopper
500,24905282,24905282#HappEshopper
501,26076177,26076177#HappEshopper
502,20627988,20627988#HappEshopper
503,20700886,20700886#HappEshopper
504,21188895,21188895#HappEshopper
505,23703076,23703076#HappEshopper
506,23807911,23807911#HappEshopper
507,17165774,17165774#Bic Warehouse
508,23868348,23868348#HappEshopper
509,24221718,24221718#HappEshopper
510,24905277,24905277#HappEshopper
511,26076195,26076195#HappEshopper
512,20630334,20630334#HappEshopper
